N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
2536;CENTRALE;SOTOUBOUA;KAZABOUA;ABIDJADE;GARDERIE DES ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,3711931;1,1380966;316.156982
2539;CENTRALE;SOTOUBOUA;KAZABOUA;KAZA;JARDIN D'ENFANT KAZA G/A;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,4257356;1,1406865;291.643433
2542;CENTRALE;SOTOUBOUA;KAZABOUA;KAZA;JARDIN D'ENFANT G/A DE KAZA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,4231218;1,1534798;280.588379
2545;CENTRALE;SOTOUBOUA;KAZABOUA;AGOMBIO;JARDIN D'ENFANT AGOMBIO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,4245763;1,1941485;265.447754
2553;CENTRALE;SOTOUBOUA;TABINDE;TCHO¤DE;JARDIN D'ENFANT TCHO¤DE G/A;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5046793;1,1258861;327.932861
2559;CENTRALE;SOTOUBOUA;TABINDE;TABINDE PIYO;JARDIN D'ENFANT TABINDE PIYO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5004680;1,0775752;349.081787
2561;CENTRALE;SOTOUBOUA;TABINDE;TABINDE;JARDIN D'ENFANT TABINDE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5065021;1,0828027;356.531982
2564;CENTRALE;SOTOUBOUA;TABINDE;TABINDE POUDA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5182959;1,0494991;399.069946
2567;CENTRALE;SOTOUBOUA;SOTOUBOUA;BOGO;JARDIN D'ENFANT DE BOGO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5592462;1,0222275;424.063965
2568;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;JARDIN D'ENFANT NOTRE DAME DE LA MERCI;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,5555675;1,0069337;416.373535
2576;CENTRALE;SOTOUBOUA;SOTOUBOUA;BOUALE;JARDIN D'ENFANT BOUALE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5869326;1,0768807;334.181519
2578;CENTRALE;SOTOUBOUA;TITTIGBE;BOUVELEM-POYO;JARDIN D'ENFANT DE BOUVELEM-POYO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,6027844;1,0916486;316.87793
2579;CENTRALE;SOTOUBOUA;TITTIGBE;BOUVELEM;JARDIN D'ENFANT DE BOUVELEM;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5828910;1,0950655;329.615234
2585;CENTRALE;SOTOUBOUA;TITTIGBE;EGBAMDE;JARDIN D'ENFANT EGBAMDE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5465457;1,1069906;340.670288
2588;CENTRALE;SOTOUBOUA;SOTOUBOUA;KANIAMBOUA;JARDIN D'ENFANT KANIAMBOUA  NORD;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,6088911;1,0027672;410.845947
2590;CENTRALE;SOTOUBOUA;SOTOUBOUA;KANIAMBOUA;JARDIN D'ENFANT KANIAMBOUA SUD;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;8,6043838;1,0026161;413.72998
2597;CENTRALE;SOTOUBOUA;SOTOUBOUA;GNIMDA;"JARDIN D'ENFANT ""AVENIR ESPOIR"" (AV)";EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;8,5724569;0,9581573;379.363037
2599;CENTRALE;SOTOUBOUA;SOTOUBOUA;GNIMDA;JARDIN D'ENFANT GNIMDA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5634051;0,9561949;363.501465
2608;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;JARDIN D'ENFANT DE SONDE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5605594;0,9685362;365.183838
2612;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;JARDIN D'ENFANT PLATEAUX CENTRE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5544293;0,9825129;397.628052
2615;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;JARDIN D'ENFANT DE L'ECOLE CENTRALE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5644673;0,9748638;384.890625
2617;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;JARDIN D'ENFANT PLATEAU EST/B;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5566724;0,9901123;394.744019
2621;CENTRALE;SOTOUBOUA;SOTOUBOUA;KPANDYO;JARDIN D'ENFANT DU P╚RE PERIN G/A;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,5513293;0,9908708;405.799194
2628;CENTRALE;TCHAMBA;BALANKA;BALANKA;JARDIN D'ENFANT DE BALANKA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,8636669;1,6143369;363.741699
2642;CENTRALE;TCHAMBA;KABOLI;KABOLI;JARDIN D'ENFANT CENTRALE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,7484288;1,5968020;346.43811
2656;CENTRALE;TCHAMBA;KOUSSOUNTOU;TEHEZA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,7764537;1,5481260;334.662231
2660;CENTRALE;TCHAMBA;KABOLI;ATAFA/KABOLI;JARDIN D'ENFANT LOMPOE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,7390941;1,5875386;341.151001
2664;CENTRALE;TCHAMBA;KRI-KRI;KOMINDE;JARDIN D'ENFANT DE KOMINDE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,1827493;1,4148202;375.037231
2669;CENTRALE;TCHAMBA;KRI-KRI;KRI-KRI;JARDIN D'ENFANT GUERIT MALAM;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,2054300;1,4183701;376.479126
2672;CENTRALE;TCHAMBA;AFFEM;AFFEM KABYE;JARDIN D'ENFANT D'AFFEM KABYE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,1403201;1,5079144;394.023071
2675;CENTRALE;TCHAMBA;AFFEM;AFFEM BOUSSOU;JARDIN D'ENFANT D'AFFEM BOUSSOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,1204400;1,5298672;393.302002
2678;CENTRALE;TCHAMBA;LARINI;KPATAKPANI;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;9,0445970;1,4317714;357.493286
2682;CENTRALE;TCHAOUDJO;KADAMBARA;KADAMBARA;JARDIN D'ENFANT DE KADAMBARA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9526650;1,1675410;359.896484
2706;CENTRALE;TCHAOUDJO;KPARATAO;KPARATAO;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9527620;1,1974380;366.866089
2727;CENTRALE;TCHAOUDJO;KOMAH;KPONDJODJO;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9875680;1,1517130;369.029053
2729;CENTRALE;TCHAOUDJO;KOMAH;NADA;JARDIN D'ENFANT NADA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9917220;1,1608400;369.029053
2734;CENTRALE;TCHAOUDJO;KOMAH;BOWOUNDA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,0352470;1,2460060;455.306641
2746;CENTRALE;TCHAOUDJO;KOMAH;BARRIERE;"JARDIN D'ENFANT ""LES HIBISEUS""";EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,9905780;1,1368880;430.072266
2757;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9775840;1,1559100;383.44873
2762;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9700490;1,1593370;366.625732
2764;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;COMPLEXE SCOLAIRE MALI BERO;EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;8,9704520;1,1624550;369.269409
2768;CENTRALE;BLITTA;WELLY;WELLY;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,0817040;0,8779630;373.835571
2787;CENTRALE;BLITTA;TCHAREBAOU;TCHARE-BAOU;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,0560600;1,0223010;261.602539
2789;CENTRALE;BLITTA;TCHAREBAOU;TCHARE-BAOU;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,0645420;1,0211150;271.696289
2797;CENTRALE;BLITTA;PAGALA-GARE;PAGALA-GARE;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,1743410;0,9623930;277.944702
2801;CENTRALE;BLITTA;PAGALA-GARE;PAGALA-GARE;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,1706970;0,9797550;323.847412
2809;CENTRALE;BLITTA;PAGALA-GARE;PAGALA-GARE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,1824190;0,9707900;274.339844
2824;CENTRALE;BLITTA;TCHALOUDE;TCHALOUDE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,2576300;1,1194020;310.869629
2827;CENTRALE;BLITTA;TCHALOUDE;TCHALOUDE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,2522840;1,1152560;321.924805
2830;CENTRALE;BLITTA;AGBANDI;AGBANDI;JARDIN D'ENFANTS - ENVOLE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,2270020;1,1358920;334.662231
2832;CENTRALE;BLITTA;AGBANDI;AGBANDI;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,2224460;1,1371800;309.427734
2849;CENTRALE;BLITTA;BLITTA-GARE;DEPOT;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,3271360;0,9822550;325.289307
2852;CENTRALE;BLITTA;BLITTA-GARE;SOUROUBIADE;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,3206960;0,9843550;307.505127
2856;CENTRALE;TCHAOUDJO;KOMAH;KOMAH 3;JARDIN D'ENFANT KOMAH 3;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;8,9755780;1,1491060;371.192017
2880;CENTRALE;MÔ;DJARKPANGA;DJARKPANGA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,7899020;0,5691510;185.658813
2890;CENTRALE;SOTOUBOUA;SOTOUBOUA;ZONGO;JARDIN D'ENFANT CATHOLIQUE NOTRE DAME DE LA PROVIDENCE;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;8,5598430;0,9790890;387.53418
2894;CENTRALE;SOTOUBOUA;SOTOUBOUA;KPANDYO;JARDIN D'ENFANT PLATEAU OUEST;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5551020;0,9821780;398.348999
2895;CENTRALE;SOTOUBOUA;SOTOUBOUA;KPANDYO;COMPLEXE SCOLAIRE LE PARISIEN MATERNEL;EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;8,5552030;0,9831650;396.186157
2900;CENTRALE;SOTOUBOUA;SOTOUBOUA;LAOUWAI;JARDIN D'ENFANT GRAND MARCHE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,5653560;0,9834300;382.24707
2907;CENTRALE;SOTOUBOUA;ADJENGRE;BABADE;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,6977160;1,0288110;412.768677
2908;CENTRALE;SOTOUBOUA;AOUDA;NIMA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;En construction;8,7135550;1,0357060;401.473267
2910;CENTRALE;SOTOUBOUA;AOUDA;AOUDA;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,7287820;1,0542910;383.688965
2959;CENTRALE;TCHAMBA;ALIBI I;ALIBI 1;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;8,9408700;1,4177890;347.639771
2963;CENTRALE;TCHAMBA;TCHAMBA;IYIWA;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,0156850;1,4149410;367.106445
2971;CENTRALE;TCHAMBA;TCHAMBA;LARINI;JARDIN D'ENFANT LARINI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;9,0407160;1,4166360;367.587036
2976;SAVANES;CINKASSE;BIANKOURI;GARO;EPP GARO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,048733;0,072398;304.140503
2978;SAVANES;CINKASSE;BIANKOURI;GNAKPOUNG;EPC GNAKPOUNG;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;11,013557;0,081694;282.991577
2982;SAVANES;CINKASSE;BIANKOURI;NAMPOATE;EPP NAMPOATE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;11,026576;0,040825;282.751343
2984;SAVANES;CINKASSE;BIANKOURI;SAMOMON;JET  SAMOMON;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,053196;0,029559;286.356323
2987;SAVANES;CINKASSE;BIANKOURI;SAWALDJOAGA;EPC GNAKPOUNG;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;11,013557;0,081694;282.991577
2988;SAVANES;CINKASSE;BIANKOURI;SAWALDJOAGA;JET SAWALDJOAGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,053178;0,02941;288.999878
2991;SAVANES;CINKASSE;BIANKOURI;TONGA;JANRDIN D'ENFANT BIANKOURI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,010054;0,050148;265.447754
2993;SAVANES;CINKASSE;BIANKOURI;TONGA;JEP BIANKOURI  C;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,998706;0,051305;258.237915
2994;SAVANES;CINKASSE;BIANKOURI;YOAKPOATE;EPC YOAKPATE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;11,026657;0,040734;281.309326
2999;SAVANES;CINKASSE;CINKASSE;CINKASSE;JARDIN D'ENFANT;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,100872;0,017062;278.906128
3010;SAVANES;CINKASSE;CINKASSE;CINKASSE;EPL J.J ROUSSEAU;EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;11,091761;0,018219;284.193359
3017;SAVANES;CINKASSE;CINKASSE;CINKASSE;EPC DON BOSCO;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;11,100194;0,0035;265.928345
3020;SAVANES;CINKASSE;CINKASSE;CINKASSE;JARDIN D'ENFANT KOMDOGO;EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;11,108803;-0,003215;250.066772
3028;SAVANES;CINKASSE;CINKASSE;SILIMISSI;EPP CINKASSE PEULH/A;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,104612;0,026684;278.906128
3046;SAVANES;CINKASSE;NADJOUNDI;BONDANTCHALE;JARDIN D'ENFANTS D'INITIATIVE LOCALE DE BONDANTCHALE;EDUCATION;JARDIN D’ENFANT;COMMUNAUTAIRE;Mauvais;11,037971;0,164885;309.908325
3066;SAVANES;CINKASSE;TIMBOU;DJALOTOUGOU;EPP DJALOTOUGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,996823;0,125301;298.853271
3069;SAVANES;CINKASSE;TIMBOU;GARO;EPP GARO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,048713;0,072354;304.86145
3075;SAVANES;CINKASSE;TIMBOU;LIYIETIELOU;EPP LIYIETIELOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,002145;0,101221;293.085449
3078;SAVANES;CINKASSE;TIMBOU;LONLONGUE;EPC LONLONGUE;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;11,001127;0,135177;321.203857
3082;SAVANES;CINKASSE;TIMBOU;NASSABLE;JARDIN D'ENFANTS TIMBOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,030365;0,124449;308.226074
3087;SAVANES;CINKASSE;TIMBOU;TABI;JARDIN D'ENFANT TABI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;11,094658;0,081097;284.914307
3092;SAVANES;KPENDJAL;NAKI-EST;BATEBOGOU;EPP BATEBOGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,713618;0,359426;240.934326
3094;SAVANES;KPENDJAL;NAKI-EST;BIAGOU;EPP BIAGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,688209;0,364481;225.312988
3109;SAVANES;KPENDJAL;NAKI-EST;NAKI-EST;EPP NAKI-EST;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,727905;0,384507;220.987183
3114;SAVANES;KPENDJAL;NAKI-EST;NANBENGA;EPP NANBENGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,67075;0,397538;198.636597
3120;SAVANES;KPENDJAL;NAKI-EST;SOGOU TCHIELE;EPP SOGOU TCHIELE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,762464;0,378119;235.646973
3123;SAVANES;KPENDJAL;NAKI-EST;TAMATOUGOU;EPP TAMATOUGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,831238;0,366051;212.575562
3133;SAVANES;KPENDJAL;NAYEGA;NAYEGA TCHIOGOU;EPP NAYEGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,752995;0,409367;215.459595
3145;SAVANES;KPENDJAL;POGNO;POGNO;JARDIN D'ENFANTS DE POGNO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,97194;0,505983;188.062256
3159;SAVANES;KPENDJAL;PAPRI/KPENDJAGA;SAKARGBONGBONG;JARDIN D'ENFANTS SANKARGBONGBONG;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,961762;0,367766;219.30481
3164;SAVANES;KPENDJAL;BORGOU;BORGOU;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,763292;0,574986;171.719849
3186;SAVANES;KPENDJAL;MANDOURI;BAGRE;JEP BAGRE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,877855;0,725705;161.626221
3188;SAVANES;KPENDJAL;MANDOURI;BAGRE-KOUAMPANTE;JEP  BAGRE-KOUAMPANTE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,893484;0,72936;168.11499
3196;SAVANES;KPENDJAL;MANDOURI;BAGRE;EPP BAGRE JEP;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,877855;0,725705;161.626221
3198;SAVANES;KPENDJAL;MANDOURI;BAGRE-KOUAMPANTE;EPP  BAGRE-KOUAMPANTE JEP;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,893484;0,72936;168.11499
3202;SAVANES;KPENDJAL;MANDOURI;DONGA;EPP DONGA JEP;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,815526;0,804747;147.92749
3207;SAVANES;KPENDJAL;MANDOURI;MANDOURI;EPP MANDOURI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,845981;0,819029;146.72583
3221;SAVANES;KPENDJAL;MANDOURI;TOLONGOU;EPP  TOLONGOU  JEP;EDUCATION;JARDIN D’ENFANT;PUBLIC;SOUS UN ARBRE;10,85424;0,819366;151.772705
3255;SAVANES;KPENDJAL;NAMOUNDJOGA;MALGBONGOU;EPP  MALGBONGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,91272;0,4841;193.830078
3261;SAVANES;KPENDJAL;NAMOUNDJOGA;NAMOUDJOGA;EPP NAMOUDJOGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,888907;0,399961;235.406738
3269;SAVANES;KPENDJAL;NAMOUNDJOGA;TOLONGUE;EPP NALOATE-TOLONGUE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,931066;0,37249;252.470093
3273;SAVANES;KPENDJAL;TAMBONGA;NADOUNGOU;EPP  NADOUNGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,943116;0,425538;209.932007
3275;SAVANES;KPENDJAL;TAMBONGA;TAMBONGA;EPP  TAMBONGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,957077;0,437599;204.644897
3279;SAVANES;KPENDJAL;TAMBONGA;YAMONDJOGA;EPP YAMONDJOGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,931433;0,456488;219.30481
3281;SAVANES;OTI;NAGBENI;BIAGA;JARDIN D'ENFANTS DE BIAGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,640711;0,431646;168.11499
3285;SAVANES;OTI;NAGBENI;GNIBOUTIGOU;EPP GNIBOUTIGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,633483;0,500878;146.72583
3286;SAVANES;OTI;NAGBENI;KANKANGOU;JARDIN D'ENFANTS KANKANGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,664151;0,367492;229.638916
3289;SAVANES;OTI;NAGBENI;KPAGNON;EPP KPAGNON;EDUCATION;JARDIN D’ENFANT;PUBLIC;En construction;10,572316;0,478192;170.998901
3291;SAVANES;OTI;NAGBENI;KPEBONGA;EPP KPEBONGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,638405;0,352588;193.109131
3294;SAVANES;OTI;NAGBENI;NAGBENI-CENTRE;JARDIN D'ENFANTS DE NAGBENI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,612257;0,398139;163.548828
3299;SAVANES;OTI;NAGBENI;TAMONGA;JARDIN D'ENFANTS DE TAMONGA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,588288;0,37972;183.255615
3303;SAVANES;OTI;NAGBENI;TCHARBENGOU;EPP TCHARBENGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,61063;0,373015;178.20874
3309;SAVANES;OTI;BARKOISSI;BARKOISSI CENTRE;EPP BARKOISSI;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,550123;0,30166;167.394043
3313;SAVANES;OTI;BARKOISSI;DANKOUR;EPP DANKOUR;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,606318;0,32644;215.459595
3318;SAVANES;OTI;BARKOISSI;KPONG;EPP KPONG;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,604725;0,348967;185.89917
3320;SAVANES;OTI;BARKOISSI;NABAB;EPP NABAB;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,577202;0,330886;181.573364
3322;SAVANES;OTI;BARKOISSI;NASSIEGOU 1;EPP NASSIEGOU;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,586782;0,312139;197.915649
3324;SAVANES;OTI;BARKOISSI;TALKENTCHETE;EPP TALKENTCHETE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,571973;0,310214;186.620239
3327;SAVANES;OTI;LOKO;BOUMBOUMIOK;EPP BOUMBOUMIOK;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,514213;0,203009;171.960205
3330;SAVANES;OTI;LOKO;KEREKETE;EPP KEREKETE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,496185;0,230445;150.811401
3333;SAVANES;OTI;LOKO;NADJIR;EPP LOKO NADJIR;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,581059;0,263734;183.736206
3337;SAVANES;OTI;LOKO;NASSONGUE;EPP NASSONGUE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,580218;0,250292;190.22522
3339;SAVANES;OTI;LOKO;PIEBOKA;EPP PIEBOKA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,554282;0,28076;173.882935
3342;SAVANES;OTI;LOKO;TAMBIGUE;EPP TAMBIGUE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,548487;0,191463;184.457275
3344;SAVANES;OTI;LOKO;TOMONGUE;JARDIN D'ENFANTS TOMONGUE;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,532204;0,220254;168.355225
3375;SAVANES;OTI;NALI;NAGANGOU;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,108482;0,374999;133.267456
3393;SAVANES;OTI;TAKPAMBA;N'KPE 1;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;9,96149;0,62677;164.269775
3420;SAVANES;OTI;MANGO;MAGNA;JARDIN D'ENFANT  MAGNA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,352883;0,440944;137.593262
3438;SAVANES;OTI;MANGO;MANGO;JARDIN D'ENFNAT  SOLIDARITE;EDUCATION;JARDIN D’ENFANT;ASSOCIATIVE;Bon;10,364566;0,474412;155.858276
3450;SAVANES;OTI;MANGO;MANGO;JARDIN D'ENFNAT FOMBORO;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,351649;0,479361;143.120972
3451;SAVANES;OTI;MANGO;MANGO;JARDIN D'ENFNAT SANGBANA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,353707;0,479457;145.043579
3454;SAVANES;OTI;MANGO;MANGO;JARDIN D'ENFNAT CENTRAL;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,356708;0,471285;143.841919
3457;SAVANES;OTI;MANGO;MANGO;JARDIN D'ENFANT CATHOLIQUE;EDUCATION;JARDIN D’ENFANT;CONFESSIONNEL;Bon;10,347445;0,471662;125.33667
3474;SAVANES;OTI;SADORI;SADORI;JANDIEN D'ENFANT;EDUCATION;JARDIN D’ENFANT;ASSOCIATIVE;Bon;10,292534;0,461678;122.452637
3495;SAVANES;OTI;SAGBIEBOU;SAGBIEBOU-CENTRE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,24206;0,644958;169.31665
3497;SAVANES;OTI;SAGBIEBOU;SAGBIEBOU-CENTRE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PRIVE;Bon;10,243688;0,638432;160.184204
3515;SAVANES;OTI;GANDO;GANDO-CENTRE;JARDIN D'ENFANTS;EDUCATION;JARDIN D’ENFANT;PUBLIC;Bon;10,327267;0,749756;206.086792
3548;SAVANES;OTI;TCHANAGA;PAYOKA;EPP PAYOKA;EDUCATION;JARDIN D’ENFANT;PUBLIC;Mauvais;10,452023;0,471418;150.090454
