N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
5593;LOME COMMUNE;ARRONDISSEMENT V;AVENOU BATOME;AVENOU BATOME;COLLEGE PRIVEE RENE DESCARTES;EDUCATION;CEG;;;6,17205;1,19208;
5595;LOME COMMUNE;ARRONDISSEMENT V;AVENOU BATOME;AVENOU BATOME;CEG AVENOU;EDUCATION;CEG;;;6,1744;1,19018;
5597;LOME COMMUNE;ARRONDISSEMENT V;AVENOU BATOME;AVENOU BATOME;COMPLEXE SCOLAIRE ELITE;EDUCATION;CEG;;;6,17788;1,18712;
5600;LOME COMMUNE;ARRONDISSEMENT V;AVENOU BATOME;AVENOU BATOME;GROUPE SCOLAIRE LE CADRE;EDUCATION;CEG;;;6,17725;1,18917;
5604;LOME COMMUNE;ARRONDISSEMENT III;BASSADJI;BASSADJI;COLLEGE PROTESTANT DE BE BASSADJI;EDUCATION;CEG;CONFESSIONNEL;Bon;6,146653;1,240139;18.631104
5606;LOME COMMUNE;ARRONDISSEMENT III;BASSADJI;BASSADJI;COLLEGE MAWUSSI;EDUCATION;CEG;;;6,14155;1,23847;
5607;LOME COMMUNE;ARRONDISSEMENT III;BASSADJI;BASSADJI;COLLEGE MAWUSSI  Annexe;EDUCATION;CEG;;;6,143;1,2385;
5616;LOME COMMUNE;ARRONDISSEMENT III;BE;BE;EPL LE MONDE UNIVERSEL;EDUCATION;CEG;;;6,13817;1,24905;
5620;LOME COMMUNE;ARRONDISSEMENT III;BE AHLIGO;BE AHLIGO;CEG ABLOGAME N°2;EDUCATION;CEG;;;6,13795;1,25573;
5625;LOME COMMUNE;ARRONDISSEMENT III;BE AHLIGO;BE AHLIGO;COMPLEXE SCOLAIRE MEKA;EDUCATION;CEG;;;6,14057;1,25502;
5629;LOME COMMUNE;ARRONDISSEMENT III;BE APEYEME;BE APEYEME;CENTRE GERERATION POUR ENSEIGNEMENT ET LA CULTURE FRANCO-ARABE;EDUCATION;CEG;CONFESSIONNEL;Bon;6,145306;1,235456;10.940552
5639;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;ECOLE PRIVEE LA PASSERELLE;EDUCATION;CEG;;;6,15492;1,26498;
5645;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;EPL GUEMADJI;EDUCATION;CEG;;;6,15105;1,25483;
5646;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;ENSEMBLE SCOLAIRE LE DEFI;EDUCATION;CEG;;;6,15325;1,26328;
5648;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;CEG LA PASSERELLE;EDUCATION;CEG;;;6,1537;1,26533;
5658;LOME COMMUNE;ARRONDISSEMENT III;BE HEDJE;BE HEDJE;COMPLEXE SCOLAIRE LE PETIT PRINCE;EDUCATION;CEG;;;6,14747;1,24737;
5664;LOME COMMUNE;ARRONDISSEMENT V;BE KLIKAME;BE KLIKAME;LYCEE DE  BE KLIKAME;EDUCATION;CEG;;;6,17445;1,20562;
5666;LOME COMMUNE;ARRONDISSEMENT V;BE KLIKAME;BE KLIKAME;"COLEGE PRIVE LAÏC    ""LE PONT""";EDUCATION;CEG;;;6,17285;1,20577;
5671;LOME COMMUNE;ARRONDISSEMENT III;BE KPEHENOU;BE KPEHENOU;COMPLEXE SCOLAIRE CITOYEN CONNU;EDUCATION;CEG;PRIVE;Bon;6,136915;1,236612;9.979248
5676;LOME COMMUNE;ARRONDISSEMENT III;BE KPEHENOU;BE KPEHENOU;INSTITUT ALFRED NOBEL;EDUCATION;CEG;;;6,13897;1,23523;
5684;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT LE LIAHONA;EDUCATION;CEG;PRIVE;Bon;6,153873;1,252273;13.584351
5696;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE TRONE DE DIEU;EDUCATION;CEG;PRIVE;Bon;6,15855;1,253696;21.27478
5698;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE PROVIDENCE DIVINE;EDUCATION;CEG;PRIVE;Bon;6,166884;1,26405;27.76355
5702;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COLLEGE BE KPOTA;EDUCATION;CEG;;;6,16232;1,26288;
5706;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT THALES (INSTHA);EDUCATION;CEG;;;6,1619;1,2562;
5707;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;CEG PRIVE NAK;EDUCATION;CEG;;;6,16093;1,25477;
5714;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE LE SAVOIR;EDUCATION;CEG;;;6,15803;1,25173;
5718;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE TRONE DE DIEU;EDUCATION;CEG;;;6,1583;1,25378;
5723;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE L'AURORE;EDUCATION;CEG;;;6,16307;1,2593;
5728;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT MONTESQUIEU;EDUCATION;CEG;;;6,17243;1,26643;
5731;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT ZAMEN HOH;EDUCATION;CEG;;;6,1708;1,26535;
5736;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE LA PROVIDENCE;EDUCATION;CEG;;;6,16652;1,26393;
5740;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE LA MODESTIE;EDUCATION;CEG;;;6,16185;1,26393;
5742;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE MONDJI LA BERGERE;EDUCATION;CEG;;;6,15657;1,2543;
5744;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;INSTITUT LA POLYVALENCE;EDUCATION;CEG;;;6,158;1,25767;
5753;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;ECOLE PRIVEE LA PELOUSE;EDUCATION;CEG;;;6,15377;1,25432;
5757;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE LA BELLE ETOILE;EDUCATION;CEG;;;6,15552;1,25948;
5760;LOME COMMUNE;ARRONDISSEMENT II;BE KPOTA;BE KPOTA;COMPLEXE SCOLAIRE LE SAVOIR;EDUCATION;CEG;;;6,16082;1,26455;
5765;LOME COMMUNE;ARRONDISSEMENT I;BENIGLATO;BENIGLATO;INSTITUT MAWULI;EDUCATION;CEG;PRIVE;Bon;6,130747;1,232049;18.390747
5767;LOME COMMUNE;ARRONDISSEMENT I;BENIGLATO;BENIGLATO;COLLEGE NOTRE DAME SACRE COEUR;EDUCATION;CEG;;;6,12698;1,22925;
5771;LOME COMMUNE;ARRONDISSEMENT V;DOGBEAVOU;DOGBEAVOU;"COMPLEXE SCOLAIRE ""CONNAISSANCE PLUS""";EDUCATION;CEG;;;6,15033;1,21643;
5784;LOME COMMUNE;ARRONDISSEMENT III;DOULASSAME;DOULASSAME;COMPLEXE SCOLAIRE NOTRE DAME DES APOTRES;EDUCATION;CEG;CONFESSIONNEL;Bon;6,136969;1,225245;15.026245
5786;LOME COMMUNE;ARRONDISSEMENT III;DOULASSAME;DOULASSAME;COMPLEXE SCOLAIRE ELEVE EPANOUI;EDUCATION;CEG;PRIVE;Bon;6,140122;1,226603;14.305298
5787;LOME COMMUNE;ARRONDISSEMENT III;DOULASSAME;DOULASSAME;COMPLEXE SCOLAIRE DOULASSAME AL-ANSAR;EDUCATION;CEG;PRIVE;Bon;6,142705;1,22544;7.57605
5793;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;"COMPLEXE SCOLAIRE LES ""ETOILES BRILLANTES""";EDUCATION;CEG;;;6,16493;1,20922;
5802;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;"COMPLEXE SCOLAIRE ""ENTENTE""";EDUCATION;CEG;PRIVE;Bon;6,189129;1,156974;32.57019
5806;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;COMPLEXE SCOLAIRE LA COURONNE D'OR;EDUCATION;CEG;PRIVE;Bon;6,193035;1,150442;37.8573
5810;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;COMPLEXE SCOLAIRE LE COCOTIER;EDUCATION;CEG;PRIVE;Bon;6,190838;1,159826;33.531494
5817;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;"INSTITUT PRIVE ""PLUS-QUE VAINQUEUR""";EDUCATION;CEG;PRIVE;Bon;6,196124;1,152692;36.655762
5820;MARITIME;GOLFE;AFLAO-SAGBADO;WONYOME;"COMPLEXE SCOLAIRE ""CONVENANT""";EDUCATION;CEG;PRIVE;Bon;6,197322;1,144163;40.500977
5825;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;COMPLEXE SCOLAIRE AMITIE-CONCORDE;EDUCATION;CEG;PRIVE;Bon;6,194526;1,139817;36.175049
5831;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;COMPLEXE SCOLAIRE JEAN GUTEMBERG;EDUCATION;CEG;PRIVE;Bon;6,197989;1,136196;33.531494
5833;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;CEG D'AFLAO SAGBADO;EDUCATION;CEG;PUBLIC;Bon;6,195656;1,13235;35.694336
5836;MARITIME;GOLFE;AFLAO-SAGBADO;APEDOKOE/APEDOKOE;SAKA-VISION INSTITUT SCOLAIRE;EDUCATION;CEG;PRIVE;Bon;6,20255;1,136196;45.067261
5844;MARITIME;GOLFE;AFLAO-SAGBADO;AKATO VIEPE;ECOLE PRIVEE NEEA-VIEPE;EDUCATION;CEG;PRIVE;Bon;6,188685;1,1;44.105957
5847;MARITIME;GOLFE;AFLAO-SAGBADO;SEGBE;INSTITUT JEAN -PAUL II MACAE;EDUCATION;CEG;PRIVE;Bon;6,192605;1,108497;42.423584
5855;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;LA GRANDE ROYALE;EDUCATION;CEG;PRIVE;Bon;6,196997;1,120611;29.445923
5860;MARITIME;GOLFE;AFLAO-SAGBADO;SAGBADO;COMPLEXE SCOLAIRE AUBE NOUVELLE COSAN;EDUCATION;CEG;PRIVE;Bon;6,201217;1,117336;39.299316
5868;MARITIME;GOLFE;AFLAO-SAGBADO;SEGBE;COMPLEXE SCOLAIRE ESPOIR;EDUCATION;CEG;PRIVE;Bon;6,209023;1,111899;40.020264
5872;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;ECOLE ANNA MARIA;EDUCATION;CEG;;;6,16367;1,22053;
5874;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;CEG TOKOIN NORD;EDUCATION;CEG;;;6,1614;1,22087;
5877;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;ECOLE ÊTÊBÊ;EDUCATION;CEG;;;6,1622;1,22203;
5878;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;COURS LUMIERE COLLEGE;EDUCATION;CEG;;;6,16148;1,22283;
5881;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;COMPLEXE SCOLAIRE JEAN DE LA FONTAINE;EDUCATION;CEG;;;6,15788;1,21433;
5883;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;"COMPLXE SCOLIARE ""CONNAISSANCE ET ACTION""";EDUCATION;CEG;;;6,16072;1,21062;
5885;LOME COMMUNE;ARRONDISSEMENT V;DOUMASSESSE;DOUMASSESSE;ECOLE PRIVEE RELEVE 2000;EDUCATION;CEG;;;6,15763;1,21333;
5887;LOME COMMUNE;ARRONDISSEMENT I;FREAU JARDIN;FREAU JARDIN;INSTITUT LA PROVIDENCE;EDUCATION;CEG;;;6,13223;1,22313;
5891;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COLLEGE TECHNIQUE LAMARTINE;EDUCATION;CEG;;;6,14863;1,25763;
5894;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE CHEIKH ANTA DIOP;EDUCATION;CEG;;;6,14753;1,2565;
5896;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE LA GLOIRE;EDUCATION;CEG;;;6,14393;1,25758;
5898;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE CICERON;EDUCATION;CEG;;;6,14623;1,25677;
5899;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COLLEGE DE GBENYEDJI;EDUCATION;CEG;;;6,14535;1,25527;
5905;MARITIME;GOLFE;AGOENYIVE;KLOBATEME;COMPLEXE SCOLAIRE SOURCE DE DIEU;EDUCATION;CEG;PRIVE;Bon;6,246702;1,27268;12.863281
5907;MARITIME;GOLFE;AGOENYIVE;KLOBATEME;COMPLEXE SCOLAIRE LE PARADIS;EDUCATION;CEG;PRIVE;Bon;6,246745;1,262797;16.948853
5910;MARITIME;GOLFE;TOGBLEKOPE;TOGBLE;COMPLEXE SCOLAIRE HERMANN;EDUCATION;CEG;PRIVE;Bon;6,270532;1,212255;17.910156
5916;MARITIME;GOLFE;TOGBLEKOPE;NYIVEME;COMPLEXE SCOLAIRE LA VOLONTE DE DIEU;EDUCATION;CEG;PRIVE;Bon;6,275598;1,215762;21.995728
5922;MARITIME;GOLFE;TOGBLEKOPE;TOGBLE ATCHANVE;ECOLE PRIVEE LE PARADIS;EDUCATION;CEG;PRIVE;Bon;6,269059;1,215007;15.987549
5925;MARITIME;GOLFE;TOGBLEKOPE;ZILICOPE;COMPLEXE SCOLAIRE LA SORBONE;EDUCATION;CEG;PRIVE;Bon;6,254413;1,218493;18.87146
5929;MARITIME;GOLFE;TOGBLEKOPE;ZONGO;COMPLEXE SCOLAIRE LA CORNICHE;EDUCATION;CEG;PRIVE;Bon;6,26831;1,201113;20.553711
5930;MARITIME;GOLFE;TOGBLEKOPE;SIVEDOME;COMPLEXE SCOLAIRE MÊME FAMILLE;EDUCATION;CEG;PRIVE;Bon;6,251561;1,226237;15.506958
5933;MARITIME;GOLFE;TOGBLEKOPE;DIKAME;ECOLE PRIVEE DAROU SALEM;EDUCATION;CEG;CONFESSIONNEL;Bon;6,2341;1,229296;13.584351
5936;MARITIME;GOLFE;TOGBLEKOPE;AKOIN;CEG AKOIN;EDUCATION;CEG;PUBLIC;Bon;6,274774;1,204677;22.957031
5937;MARITIME;GOLFE;TOGBLEKOPE;AKOIN;ECOLE PRIVEE LE PILIER;EDUCATION;CEG;PRIVE;Bon;6,276566;1,204222;22.716675
5948;MARITIME;GOLFE;TOGBLEKOPE;KOTOKOLI ZONGO;ECOLE PRIVEE LA GRÂCE;EDUCATION;CEG;PRIVE;Bon;6,267225;1,213038;20.553711
5953;MARITIME;GOLFE;TOGBLEKOPE;FIDOKPUI;COMPLEXE SCOLAIRE EVOLUTION;EDUCATION;CEG;PRIVE;Bon;6,26237;1,221713;16.708496
5956;MARITIME;GOLFE;TOGBLEKOPE;DIKAME;GROUPE SCOLAIRE LA CONSOLATION DIVINE;EDUCATION;CEG;PRIVE;Bon;6,237875;1,225365;13.584351
5964;MARITIME;GOLFE;VAKPOSSITO;NADEGBE;INSTITUT SCOLAIRE NOTRE DAME DE L'EGLISE;EDUCATION;CEG;CONFESSIONNEL;Bon;6,219473;1,155141;41.462158
5965;MARITIME;GOLFE;VAKPOSSITO;NADEGBE;COMPLEXE SCOLAIRE IMMACULLEE;EDUCATION;CEG;PRIVE;Bon;6,227622;1,151318;45.788208
5967;MARITIME;GOLFE;VAKPOSSITO;NADEGBE;CEG NADEGBE;EDUCATION;CEG;PUBLIC;Bon;6,22703;1,15117;46.989868
5973;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE EUREKA;EDUCATION;CEG;;;6,1442;1,25655;
5974;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COLLEGE BAPTISTE CALVAIRE;EDUCATION;CEG;;;6,14397;1,25308;
5980;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE BG POUSSINETS;EDUCATION;CEG;;;6,14752;1,25543;
5984;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE JEANNE D'ARC;EDUCATION;CEG;;;6,14937;1,2551;
5987;LOME COMMUNE;ARRONDISSEMENT III;GBENYEDJI;GBENYEDJI;COMPLEXE SCOLAIRE LE RENOUVEAU;EDUCATION;CEG;;;6,14423;1,2536;
5991;LOME COMMUNE;ARRONDISSEMENT V;GBONVIE;TOKOIN GBONVIE;COLLEGE TCHONA;EDUCATION;CEG;PRIVE;Bon;6,15686;1,222214;-1.31604
5992;LOME COMMUNE;ARRONDISSEMENT V;GBONVIE;TOKOIN GONVIE;COLLEGE TCHONA;EDUCATION;CEG;PRIVE;Bon;6,15686;1,222214;-1.31604
5995;LOME COMMUNE;ARRONDISSEMENT V;GBONVIE;GBONVIE;EPL TCHONA ACADEMIE ESPRIT;EDUCATION;CEG;;;6,15705;1,22217;
5998;LOME COMMUNE;ARRONDISSEMENT V;GBONVIE;GBONVIE;COMPLEXE SCOLAIRE MAWUKO;EDUCATION;CEG;;;6,15385;1,22098;
6001;LOME COMMUNE;ARRONDISSEMENT IV;HANOUKOPE;HANOUKOPE;COMPLEXE SCOLAIRE MON BONHEUR;EDUCATION;CEG;PRIVE;Bon;6,137207;1,219972;14.545532
6009;MARITIME;GOLFE;AGOENYIVE;MADZIKPETO-LEGBASSITO;COMPLEXE SCOLAIRE JABOKI;EDUCATION;CEG;PRIVE;Bon;6,262548;1,142318;64.774048
6014;MARITIME;GOLFE;AGOENYIVE;LOGOPE KPATEFI;COMPLEXE SCOLAIRE MAWUNYO;EDUCATION;CEG;PRIVE;Bon;6,225281;1,170702;39.779907
6021;MARITIME;GOLFE;AGOENYIVE;LOGOPE ATSANVE;"COMPLEXE SCOLAIRE ""LA CLEMENCE DIVINE""";EDUCATION;CEG;PRIVE;Bon;6,241646;1,179242;49.393066
6031;MARITIME;GOLFE;AGOENYIVE;TELESSOU;ECOLE PRIVEE LAÏQUE ECOMED;EDUCATION;CEG;PRIVE;Bon;6,223688;1,170453;48.191528
6033;MARITIME;GOLFE;AGOENYIVE;TELESSOU;"ECOLE PRIVEE ""ALIPUI LE GRAND""";EDUCATION;CEG;PRIVE;Bon;6,227754;1,169191;51.075317
6039;MARITIME;GOLFE;AGOENYIVE;SSOGBOSSITO;"ECOLE PRIVEE LAÏQUE ""LA PROSPERITE""";EDUCATION;CEG;PRIVE;Bon;6,25498;1,170379;52.517334
6046;MARITIME;GOLFE;AGOENYIVE;SOGBOSSITO;COMPLEXE SCOLAIRE PATER VOLUNTAS;EDUCATION;CEG;PRIVE;Bon;6,249371;1,173738;54.920532
6047;MARITIME;GOLFE;AGOENYIVE;SOGBOSSITO;"COMPLEXE SCOLAIRE ""ST RAPHAEL""";EDUCATION;CEG;PRIVE;Bon;6,256929;1,167374;53.718994
6049;MARITIME;GOLFE;AGOENYIVE;SOGBOSSITO;"COMPLEXE SCOLAIRE "" LE SAUVEUR""";EDUCATION;CEG;PRIVE;Bon;6,250403;1,176503;50.35437
6051;MARITIME;GOLFE;AGOENYIVE;SSOGBOSSITO;"COMPLEXE SCOLAIRE ""ST RAPHAEL""";EDUCATION;CEG;PRIVE;Bon;6,256929;1,167374;53.718994
6059;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;COMPLEXE SCOLAIRE NANDABA;EDUCATION;CEG;PRIVE;Bon;6,232375;1,173546;51.075317
6063;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;COMPLEXE SCOLAIRE LA FABIENNE III;EDUCATION;CEG;PRIVE;Bon;6,23387;1,160471;50.835083
6064;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;"COMPLEXE SCOLAIRE ""LA RUSEE""";EDUCATION;CEG;PRIVE;Bon;6,234704;1,165645;58.525513
6066;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;COMPLEXE SCOLAIRE EFRATO;EDUCATION;CEG;PRIVE;Bon;6,232895;1,153581;53.718994
6071;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;"COMPLEXE SCOLAIRE ""KULLA""";EDUCATION;CEG;PRIVE;Bon;6,230845;1,17534;46.749512
6073;MARITIME;GOLFE;AGOENYIVE;AGOE LOGOPE;CEG AGOENYIVE OUEST;EDUCATION;CEG;PUBLIC;Bon;6,234847;1,181569;66.937012
6074;MARITIME;GOLFE;AGOENYIVE;LOGOPE;"COMPLEXE SCOLAIRE ""LE LEADER""";EDUCATION;CEG;PRIVE;Bon;6,239751;1,178686;51.315674
6079;MARITIME;GOLFE;AGOENYIVE;LOGOPE;"COMPLEXE SCOLAIRE  ""LE LEADER""";EDUCATION;CEG;PRIVE;Bon;6,239686;1,178625;51.796387
6084;MARITIME;GOLFE;AGOENYIVE;LEGBASSITO;CEG LEGBASSITO;EDUCATION;CEG;PUBLIC;Bon;6,264173;1,154911;63.57251
6087;MARITIME;GOLFE;AGOENYIVE;KOVE;"COMPLEXE SCOLAIRE ""LE ROSSIGNOL""";EDUCATION;CEG;PRIVE;Bon;6,258317;1,1518;48.672119
6088;MARITIME;GOLFE;AGOENYIVE;ANOME GBONVE;"COMPLEXE SCOLAIRE ""LA VAILLANCE""";EDUCATION;CEG;PRIVE;Bon;6,214415;1,18202;48.431763
6090;MARITIME;GOLFE;AGOENYIVE;KOVE;"COMPLEXE SCOLAIRE ""LA PAROLE""";EDUCATION;CEG;PRIVE;Bon;6,24608;1,163671;55.641602
6097;MARITIME;GOLFE;AGOENYIVE;KOVE;COMPLEXE SCOLAIRE PPE INFORMATIQUE;EDUCATION;CEG;PRIVE;Bon;6,259373;1,162492;56.602905
6100;MARITIME;GOLFE;SANGUERA;ZOPOMAHE;"COMPLEXE SCOLAIRE ""UNIVERS BETSALEEL""";EDUCATION;CEG;PRIVE;Bon;6,236295;1,136301;50.114136
6104;MARITIME;GOLFE;SANGUERA;ZOPOMAHE;"COMPLEXE SCOLAIRE ""LA ROSE""";EDUCATION;CEG;PRIVE;Bon;6,233394;1,13731;47.951172
6112;MARITIME;GOLFE;SANGUERA;ATHIEME;"COMPLEXE SCOLAIRE ""MON ESPOIR""";EDUCATION;CEG;PRIVE;Bon;6,251612;1,139399;52.75769
6115;MARITIME;GOLFE;SANGUERA;AMADENTA;"COMPLEXE SCOLAIRE ""LA FELICITE""";EDUCATION;CEG;PRIVE;EN CHANTIER;6,241883;1,142516;60.448242
6121;MARITIME;GOLFE;VAKPOSSITO;TELESSOU/TELESSOU;"INSTITUT SCOLAIRE ""FOYER DE REUSSITE""";EDUCATION;CEG;PRIVE;Bon;6,219518;1,175181;50.594727
6127;MARITIME;GOLFE;VAKPOSSITO;TELESSOU/TELESSOU;"ECOLE ""LA DELIVRANCE""";EDUCATION;CEG;PRIVE;Bon;6,217296;1,175571;47.951172
6133;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN;COMPLEXE SCOLAIRE LA CROYANCE;EDUCATION;CEG;PRIVE;Bon;6,256134;1,17854;47.230103
6141;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN ZOGBEGAN;ECOLE LE BENI CEG LAÏQUE;EDUCATION;CEG;PRIVE;Bon;6,262415;1,181528;26.321533
6143;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN;COMPLEXE SCOLAIRE PROMO EDUCATION;EDUCATION;CEG;PRIVE;Bon;6,259995;1,175432;38.097656
6146;MARITIME;GOLFE;AGOENYIVE;GNAMASSIGAN;LYCEE DE SOGBOSSITO;EDUCATION;CEG;PUBLIC;Bon;6,259102;1,17961;31.608887
6150;MARITIME;GOLFE;AGOENYIVE;LOGOPE KPATEFI;CSET MA PATRIE (CEG);EDUCATION;CEG;PRIVE;Bon;6,22554;1,187881;43.865479
6157;MARITIME;GOLFE;LEGBASSITO;LEGBASSITO;COMPLEXE SCOLAIRE LA LUMIERE;EDUCATION;CEG;PRIVE;Bon;6,276623;1,149522;51.075317
6162;MARITIME;GOLFE;LEGBASSITO;MADJIKPETO;COMPLEXE SCOLAIRE LA FABIENNE;EDUCATION;CEG;PRIVE;Bon;6,258662;1,141665;58.525513
6169;MARITIME;GOLFE;LEGBASSITO;WOULISSIME;COMPLEXE SCOLAIRE JABOK II;EDUCATION;CEG;PRIVE;Bon;6,264353;1,160692;58.285156
6174;MARITIME;GOLFE;LEGBASSITO;DOVADJIN;COMPLEXE SCOLAIRE LES ENARQUES;EDUCATION;CEG;PRIVE;Bon;6,268109;1,144098;59.967407
6175;MARITIME;GOLFE;LEGBASSITO;AHONKPE;COMPLEXE SCOLAIRE ASSEBOU;EDUCATION;CEG;PRIVE;Bon;6,264069;1,164521;52.997925
6178;MARITIME;GOLFE;LEGBASSITO;AHONKPE;COMPLEXE SCOLAIRE LES LAUREATS;EDUCATION;CEG;PRIVE;Bon;6,265215;1,165204;52.036743
6186;MARITIME;GOLFE;LEGBASSITO;DOVADJIN;ECOLE PRIVEE ALIPUI LE GRAND;EDUCATION;CEG;PRIVE;Bon;6,272356;1,143427;60.448242
6189;MARITIME;GOLFE;LEGBASSITO;LEGBASSITO;COMPLEXE SCOLAIRE GENERATION OBAMA;EDUCATION;CEG;PRIVE;Bon;6,267476;1,156704;54.439941
6192;MARITIME;GOLFE;SANGUERA;KLIKAME;COLLEGE ST CHARBEL;EDUCATION;CEG;PRIVE;Bon;6,248298;1,11391;53.718994
6193;MARITIME;GOLFE;SANGUERA;TOTSOANYI;ECOLE PRIVEE LAÏQUE SAVOIR D'HORIZON;EDUCATION;CEG;PRIVE;Bon;6,231658;1,115041;54.199585
6210;MARITIME;GOLFE;VAKPOSSITO;ELEVAGNON;COMPLEXE SCOLAIRE LA TEMPERANCE;EDUCATION;CEG;PRIVE;Bon;6,210831;1,17152;42.423584
6213;MARITIME;GOLFE;VAKPOSSITO;AVEDJI;INSTITUT SCOLAIRE AMEN AKPE KO (ISAK);EDUCATION;CEG;PRIVE;Bon;6,198876;1,177482;36.895996
6220;MARITIME;GOLFE;VAKPOSSITO;AVEDJI;COMPLEXE SCOLAIRE LA RELEVE;EDUCATION;CEG;PRIVE;Bon;6,200567;1,180422;45.547852
6222;MARITIME;GOLFE;VAKPOSSITO;AVEDJI;EPL EMULATION;EDUCATION;CEG;PRIVE;Bon;6,198698;1,175116;44.826904
6223;MARITIME;GOLFE;AGOENYIVE;AGOE-DEMAKPOE;COMPLEXE SCOLAIRE PRIVE PAYARAMA;EDUCATION;CEG;PRIVE;Bon;6,246216;1,196111;32.810547
6224;MARITIME;GOLFE;AGOENYIVE;AGOE-ZONGO;COMPLEXE SCOLAIRE DOCTORAMA;EDUCATION;CEG;PRIVE;Bon;6,266194;1,190715;19.592407
6226;MARITIME;GOLFE;AGOENYIVE;AGOE-ZONGO;CEG ZONGO;EDUCATION;CEG;PUBLIC;Bon;6,253609;1,204259;25.119995
