N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
2;MARITIME;ZIO;TSEVIE;TSEVIE;COMPLEXE SCOLAIRE SAINT CHRISTOPHE;EDUCATION;CEG;PRIVE;Bon;6,419628;1,202722;110.676636
10;MARITIME;ZIO;TSEVIE;TSEVIE;CEG VILLE IV;EDUCATION;CEG;PUBLIC;Bon;6,407399;1,201226;110.676636
17;MARITIME;ZIO;TSEVIE;TSEVIE;GROUPE SCOLAIRE SAINTE FATIMA;EDUCATION;CEG;PRIVE;Bon;6,410925;1,211725;94.094116
22;MARITIME;LACS;AGOUEGAN;AGBANAKIN;CEGIL D'AGBANAKIN;EDUCATION;CEGIL;PUBLIC;Bon;6,289514;1,800708;10.459961
35;MARITIME;LACS;GLIDJI;AMADOTE;ECOLE PRIVEE LAIQUE LA PASSERELLE;EDUCATION;CEG;PRIVE;Bon;6,23822;1,613823;9.498657
38;MARITIME;LACS;AGBODRAFO;SEWATSIKOPE;CEG DE SEWATSI KOPE;EDUCATION;CEG;PUBLIC;Bon;6,22351;1,513549;8.056641
49;MARITIME;LACS;AKLAKOU;AKLAKOU;LYCEE D'AKLAKOU;EDUCATION;CEG;PUBLIC;Bon;6,331759;1,70744;39.539551
53;MARITIME;LACS;AKLAKOU;AKLAKOU;ECOLE PRIVEE LA LUMIERE;EDUCATION;CEG;PRIVE;Mauvais;6,336983;1,710201;29.205566
58;MARITIME;LACS;FIATA + GANAVE;FIATA DOME;CEG FIATA;EDUCATION;CEG;PUBLIC;Bon;6,323771;1,641355;39.05896
60;MARITIME;BAS-MONO;HOMPOU;APOUVIKOPE;CEG APOUVIKOPE;EDUCATION;CEG;PUBLIC;Bon;6,408532;1,682452;52.517334
66;MARITIME;BAS-MONO;ATTITOGON;ATTIVE;CEGIL ATTIVE;EDUCATION;CEGIL;PUBLIC;Mauvais;6,457936;1,707308;14.305298
67;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;BATONOU;CEG DE BATONOU;EDUCATION;CEG;CONFESSIONNEL;Bon;6,439167;1,756473;9.017944
78;MARITIME;VO;MOME-HOUNKPATI;MOME KATIHOE;CEG MOME KATIHOE;EDUCATION;CEG;PUBLIC;Bon;6,518401;1,550233;61.890137
91;MARITIME;VO;MOME-HOUNKPATI;MOME HOUNKPATI;CEG MOME HOUNKPATI;EDUCATION;CEG;PUBLIC;Bon;6,468039;1,557915;87.364868
96;MARITIME;VO;MOME-HOUNKPATI;ATSANSI;CEGIL ATSANSI;EDUCATION;CEGIL;PUBLIC;Mauvais;6,444349;1,543537;61.169189
103;MARITIME;VO;MOME-HOUNKPATI;AVEGLOEDJI;CEGIL AVEGLOEDJI;EDUCATION;CEGIL;PUBLIC;Mauvais;6,440062;1,562238;72.224121
110;MARITIME;VO;VO-KOUTIME;BOKO;CEGIL DE BOKO;EDUCATION;CEGIL;PUBLIC;Bon;6,333289;1,584967;33.050781
119;MARITIME;VO;VO-KOUTIME;KPOTA;CEG KPOTA;EDUCATION;CEG;PUBLIC;Mauvais;6,37255;1,58674;52.036743
124;MARITIME;VO;VO-KOUTIME;VO-KPONOU;CEG VO-KPONOU;EDUCATION;CEG;PUBLIC;Bon;6,393724;1,576748;40.741211
134;MARITIME;VO;VO-KOUTIME;VO KOUTIME;CEG DE VO KOUTIME;EDUCATION;CEG;PUBLIC;Bon;6,359442;1,561783;40.500977
140;MARITIME;VO;VO-KOUTIME;DJEKOPE;CEG DJEKOPE;EDUCATION;CEG;PUBLIC;Mauvais;6,393962;1,585149;53.718994
158;MARITIME;VO;HAHOTOE;HAHOTOE;COLLEGE SANTE BARBE;EDUCATION;CEG;PARA PUBLIC;Bon;6,365422;1,404862;65.014404
161;MARITIME;VO;HAHOTOE;HAHOTOE;CEG HAHOTOE;EDUCATION;CEG;PUBLIC;Bon;6,365291;1,408012;60.688477
168;MARITIME;YOTO;TOMETY KONDJI;AGODOME;CEGIL D'AGODOME;EDUCATION;CEGIL;PUBLIC;Mauvais;6,758204;1,500777;149.609741
172;MARITIME;YOTO;TOMETY KONDJI;ZOUVI;CEGIL DE ZOUVI;EDUCATION;CEGIL;PUBLIC;Mauvais;6,781533;1,511766;156.338989
179;MARITIME;YOTO;TOMETY KONDJI;TOMETY KONDJI;CEG TOMETY KONDJI;EDUCATION;CEG;PUBLIC;Bon;6,772849;1,533575;132.546509
193;MARITIME;YOTO;AHEPE;AHEPE;LYCEE AHEPE;EDUCATION;CEG;PUBLIC;Bon;6,606354;1,394081;141.678955
200;MARITIME;YOTO;AHEPE;KPOWLA AKPOSSO;CEG AHEPE;EDUCATION;CEG;PUBLIC;Mauvais;6,600395;1,385117;139.275635
211;MARITIME;YOTO;AHEPE;SEVA;COLLEGE ORTHODOXE DE LA DORMITION;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,602394;1,404093;136.391724
213;MARITIME;YOTO;ZAFI;ZAFI;CEG ZAFI;EDUCATION;CEG;PUBLIC;Mauvais;6,620709;1,380107;166.432617
217;MARITIME;YOTO;ZAFI;ZAFI;CEG METHODISTE DE ZAFI;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,625898;1,374473;148.648438
225;MARITIME;ZIO;KPOME;KPOME AGOME;CEG KPOME AKADJAME-AGOME;EDUCATION;CEG;PUBLIC;Bon;6,332543;1,338743;46.268921
238;MARITIME;AVE;NOEPE;ATCHAKPO;COLEGE JEUNESSE EN MISSION;EDUCATION;CEG;CONFESSIONNEL;Bon;6,29768;1,020612;77.271118
244;MARITIME;AVE;KEVE;KEVE;COMPLEXE SCOLAIRE LA RELEVE;EDUCATION;CEG;PRIVE;Bon;6,427469;0,930806;129.181885
248;MARITIME;AVE;KEVE;ZOGBEPIME;CEG ZOGBEPIME;EDUCATION;CEG;PUBLIC;Bon;6,442509;0,974615;101.544189
255;MARITIME;AVE;KEVE;YOMETCHIN;CEG YOMETCHIN;EDUCATION;CEG;PUBLIC;Bon;6,480534;1,005082;114.04126
262;MARITIME;AVE;KEVE;ANYRON;CEG ANYRON;EDUCATION;CEG;PUBLIC;Mauvais;6,511565;0,980011;103.22644
278;MARITIME;ZIO;WLI;WLI-CENTRE;CEG WLI-CENTRE;EDUCATION;CEG;PUBLIC;Bon;6,403101;1,159442;103.22644
289;MARITIME;ZIO;DAVIE;DAVIE;COMPLEXE SCOLAIRE SEYDOU;EDUCATION;CEG;PRIVE;Mauvais;6,364632;1,216654;66.216064
294;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;CEG AGBELOUVE;EDUCATION;CEG;PUBLIC;Mauvais;6,670552;1,177282;125.577026
296;MARITIME;ZIO;AGBELOUVE;AVEDZE;CEG D'AVEDZE;EDUCATION;CEG;PUBLIC;Mauvais;6,670217;1,231493;123.173706
300;MARITIME;ZIO;TSEVIE;DEDEKE;CEGIL DE DEDEKE;EDUCATION;CEGIL;PUBLIC;Mauvais;6,51463;1,193543;70.782227
322;MARITIME;ZIO;DJAGBLE;DJAGBLE;COMPLEXE SCOLAIRE TRONE DE DIEU;EDUCATION;CEG;PRIVE;Bon;6,25794;1,281418;44.586548
327;MARITIME;ZIO;DJAGBLE;DJAGBLE;COMPLEXE SCOLAIRE FUTURES ELITES;EDUCATION;CEG;PRIVE;Bon;6,251579;1,279721;34.492798
331;MARITIME;ZIO;DJAGBLE;GBAMA KOPE;COMPLEXE SCOLAIRE LA BELLE ETOILE;EDUCATION;CEG;PRIVE;Bon;6,269999;1,270922;48.431763
332;MARITIME;ZIO;DJAGBLE;GBAMA KOPE;CEG GBAMA KOPE;EDUCATION;CEG;PUBLIC;Mauvais;6,271414;1,266001;45.067261
338;MARITIME;ZIO;DJAGBLE;HLAN KOPE;COMPLEXE SCOLAIRE SAINTE OLIVE;EDUCATION;CEG;PRIVE;Mauvais;6,273319;1,253104;36.895996
339;MARITIME;ZIO;DJAGBLE;HLAN KOPE;COLLEGE LE SOUVERAIN;EDUCATION;CEG;PRIVE;Mauvais;6,281303;1,25626;54.920532
348;MARITIME;ZIO;DJAGBLE;ADJOGUIDI;COMPLEXE SCOLAIRE BELLE AVENIR;EDUCATION;CEG;PRIVE;Mauvais;6,298715;1,269134;28.484619
355;MARITIME;ZIO;TSEVIE;TSEVIE;CEG LA PAIX;EDUCATION;CEG;PUBLIC;Bon;6,430021;1,20509;105.629761
356;MARITIME;ZIO;TSEVIE;TSEVIE;COLLEGE PHILADELPHIE;EDUCATION;CEG;CONFESSIONNEL;Bon;6,428313;1,205918;103.466797
357;MARITIME;ZIO;TSEVIE;TSEVIE;ISAK:INSTITUT SCOLAIRE AMEN AKPEKO;EDUCATION;CEG;PRIVE;Bon;6,428905;1,201587;106.831299
358;MARITIME;ZIO;TSEVIE;TSEVIE;ISAK;EDUCATION;CEG;PRIVE;Bon;6,42892;1,20159;107.552368
363;MARITIME;LACS;AGOUEGAN;DJETA;CEG DJETA;EDUCATION;CEG;PUBLIC;En construction;6,269238;1,733353;12.622925
366;MARITIME;LACS;AGOUEGAN;SEKO;CEG SEKO;EDUCATION;CEG;PUBLIC;Bon;6,267836;1,699985;17.6698
370;MARITIME;LACS;AGOUEGAN;AGOUEGAN;CEG AGOUEGAN;EDUCATION;CEG;PUBLIC;Bon;6,264986;1,67911;17.189209
372;MARITIME;LACS;AGOUEGAN;AGOKPAME;NOTRE DAME DE SACRE CŒUR;EDUCATION;CEG;CONFESSIONNEL;Bon;6,257969;1,646696;22.235962
387;MARITIME;LACS;GLIDJI;DEGBENOU;COLLEGE PRIVE LE CERVEAU;EDUCATION;CEG;PRIVE;NON FONCTIONNEL;6,230796;1,586953;9.498657
389;MARITIME;LACS;AGBODRAFO;GOUMOU KOPE;CEG GOUMOU KOPE;EDUCATION;CEG;PUBLIC;Bon;6,218021;1,533988;14.785889
394;MARITIME;LACS;AKLAKOU;AKLAKOU -HETCHAVI;CEG AKLAKOU HETCHAVI;EDUCATION;CEG;PUBLIC;Bon;6,351905;1,70574;37.616943
399;MARITIME;LACS;AKLAKOU;AVEVE;CEG AVEVE;EDUCATION;CEG;PUBLIC;Bon;6,394563;1,755672;14.545532
403;MARITIME;LACS;FIATA + GANAVE;MELLY DJIGBE;CEG MELLY DOME;EDUCATION;CEG;PUBLIC;Bon;6,335024;1,645336;35.454102
413;MARITIME;BAS-MONO;HOMPOU;HOMPOU;CEG HOMPOU;EDUCATION;CEG;PUBLIC;Bon;6,431145;1,701785;27.76355
418;MARITIME;BAS-MONO;ATTITOGON;ATTITOGON;CEG TOULASSI-CONDJI;EDUCATION;CEG;PUBLIC;Mauvais;6,407005;1,672354;48.912476
424;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;AGBETIKO;CEG AGBETITO;EDUCATION;CEG;PUBLIC;Bon;6,493399;1,700231;16.46814
430;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;AGOMEGLOZOU;CEG AGOMEGLOZOU;EDUCATION;CEG;PUBLIC;Mauvais;6,562882;1,663459;17.910156
433;MARITIME;BAS-MONO;AFAGNA;KPETETO;CGIL ALOENO & KPETETO;EDUCATION;CEGIL;COMMUNAUTAIRE;Mauvais;6,531378;1,659285;21.755371
442;MARITIME;VO;DAGBATI;TCHADOME;CEG DE TCHADOME;EDUCATION;CEG;PUBLIC;Mauvais;6,492791;1,521091;59.727173
458;MARITIME;VO;VOGAN;ADOUHO;CEG ADOUHO;EDUCATION;CEG;PUBLIC;Mauvais;6,360746;1,517178;46.028564
461;MARITIME;VO;VOGAN;VO AFOWUIME;CPL MAUVE;EDUCATION;CEG;PRIVE;Mauvais;6,380904;1,508946;59.727173
466;MARITIME;VO;VOGAN;TEKPONOU;CEG VO-TEKPONOU;EDUCATION;CEG;PUBLIC;Bon;6,419101;1,524632;67.657959
468;MARITIME;VO;VOGAN;MASSE COPE;CEG MASSE COPE;EDUCATION;CEG;PUBLIC;Mauvais;6,365446;1,538598;49.633423
472;MARITIME;VO;VOGAN;VOGAN;CEG PRIVE LAÏC NOUVELLE GEBERATION;EDUCATION;CEG;PRIVE;Mauvais;6,340818;1,532248;44.826904
475;MARITIME;VO;VOGAN;VOGAN;ACCADEMIE CHRETIENNE DE VOGAN;EDUCATION;CEG;CONFESSIONNEL;Bon;6,342563;1,537857;40.26062
479;MARITIME;VO;VOGAN;VOGAN;COMPLEXE SCOLAIRE LE CADRE DES ELITES;EDUCATION;CEG;PRIVE;Bon;6,336511;1,534533;40.741211
484;MARITIME;VO;VOGAN;VOGAN;CEG VOGAN VILLE III;EDUCATION;CEG;PUBLIC;Mauvais;6,339379;1,521184;38.578369
488;MARITIME;VO;VOGAN;SOKOME;CEG SOKOME;EDUCATION;CEG;PUBLIC;Bon;6,355666;1,48497;37.8573
493;MARITIME;VO;TOGOVILLE;TOGOVILLE;CEG TOGOVILLE;EDUCATION;CEG;PUBLIC;Bon;6,239375;1,476871;24.879639
496;MARITIME;VO;TOGOVILLE;TOGOVILLE;CPL LA MARTINIERE;EDUCATION;CEG;PRIVE;Bon;6,242867;1,476823;29.205566
502;MARITIME;VO;TOGOVILLE;EKPUI;CEG EKPUI;EDUCATION;CEG;PUBLIC;Bon;6,261749;1,446832;21.515015
507;MARITIME;VO;AKOUMAPE;AKOUMAPE;CEG AKOUMAPE;EDUCATION;CEG;PUBLIC;Bon;6,384673;1,452832;66.696655
512;MARITIME;VO;AKOUMAPE;AKOUMAPE;COLLEGE CATHOLIQUE;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,38564;1,437105;68.138672
523;MARITIME;YOTO;KINI-KONDJI;KINI KONDJI;CEG KINI KONDJI;EDUCATION;CEG;PUBLIC;Bon;6,604383;1,540427;37.136353
527;MARITIME;YOTO;TOKPLI;SIKA KONDJI;CEG SIKA KONDJI;EDUCATION;CEG;PUBLIC;Bon;6,635366;1,590424;27.523193
538;MARITIME;YOTO;GBOTO;N'DEWONE KONDJI;COMPLEXE SCOLAIRE DE N'DEWONE KONDJI;EDUCATION;CEG;PUBLIC;Bon;6,668252;1,544446;73.906494
545;MARITIME;YOTO;AMOUSSIME;AMOUSSIME;CEG AMOUSSIME;EDUCATION;CEG;PUBLIC;Bon;6,620554;1,51326;66.937012
554;MARITIME;YOTO;GBOTO;GBOTO ZEVE;CEG GBOTO ZEVE;EDUCATION;CEG;PUBLIC;Mauvais;6,712363;1,479459;85.442261
563;MARITIME;YOTO;KOUVE;KOUVE;CEG KOUVE GBOLI;EDUCATION;CEG;PUBLIC;Bon;6,664036;1,397698;165.231079
573;MARITIME;ZIO;GBATOPE;ADANGBE;CEG ADANGBE;EDUCATION;CEG;PUBLIC;Bon;6,52537;1,291512;92.411865
578;MARITIME;ZIO;GBATOPE;HAVE;CEG HAVE-KODJO;EDUCATION;CEG;PUBLIC;Bon;6,483206;1,249454;74.627441
580;MARITIME;ZIO;GBATOPE;GBATOPE;CEG GBATOPE;EDUCATION;CEG;PUBLIC;Bon;6,455994;1,254986;59.727173
585;MARITIME;ZIO;GBATOPE;DAVEDI;CEG DAVEDI;EDUCATION;CEG;PUBLIC;Mauvais;6,433416;1,27717;63.091797
591;MARITIME;AVE;NOEPE;GBAVE;CEGIL GBAVE;EDUCATION;CEGIL;COMMUNAUTAIRE;Mauvais;6,333569;1,024815;79.193726
593;MARITIME;AVE;NOEPE;KLEVE;CEGIL KLEVE;EDUCATION;CEGIL;COMMUNAUTAIRE;Bon;6,32263;1,044246;104.908691
601;MARITIME;AVE;ASSAHOUN + ANDO;ADEKPUI;CEG ADEKPUI;EDUCATION;CEG;PUBLIC;Mauvais;6,484687;0,81838;114.281616
603;MARITIME;AVE;ASSAHOUN + ANDO;ANDO-YOTO;CEG ANDO-YOTO;EDUCATION;CEG;PUBLIC;Bon;6,47623;0,851111;109.475098
607;MARITIME;AVE;ASSAHOUN + ANDO;ASSAHOUN;LYCEE ASSAHOUN;EDUCATION;CEG;PUBLIC;Bon;6,461025;0,90688;131.104492
608;MARITIME;AVE;ASSAHOUN + ANDO;ASSAHOUN;COLLEGE PRIVE NOURRY HERBRETEAU;EDUCATION;CEG;PRIVE;Bon;6,461392;0,91363;124.375366
614;MARITIME;AVE;ASSAHOUN + ANDO;APEYEME;COMPLEXE PRIVE LE MILLIENIUM;EDUCATION;CEG;PRIVE;Bon;6,447985;0,918107;117.405884
617;MARITIME;AVE;ASSAHOUN + ANDO;APEYEME;CEG CHRIST ROIS D'ASSAHOUN;EDUCATION;CEG;CONFESSIONNEL;Bon;6,443214;0,919874;122.452637
619;MARITIME;AVE;ASSAHOUN + ANDO;KEVE;CEG KEVE;EDUCATION;CEG;PUBLIC;Bon;6,436888;0,923189;129.181885
622;MARITIME;AVE;ASSAHOUN + ANDO;KEVE;CENTRE DE FORMATION TECHNIQUE ET PROFESSIONNEL : CFTP;EDUCATION;CEG;PUBLIC;Bon;6,433847;0,923832;125.096436
634;MARITIME;ZIO;KOVIE;KOVIE;CEG KOVIE;EDUCATION;CEG;PUBLIC;Bon;6,334784;1,10107;65.495117
635;MARITIME;ZIO;MISSION-TOVE;MISSION TOVE;COMPLEXE SCOLAIRE LA PAROLE;EDUCATION;CEG;PRIVE;Mauvais;6,330156;1,11563;74.146729
641;MARITIME;ZIO;DAVIE;ASSOME;CEG D'ASSOME;EDUCATION;CEG;PUBLIC;Bon;6,368565;1,161483;77.030884
646;MARITIME;ZIO;DAVIE;DAVIE;LYCEE DAVIE (PC);EDUCATION;CEG;PUBLIC;Bon;6,382089;1,208693;85.201904
651;MARITIME;ZIO;DAVIE;DAVIE;COMPLEXE PRIVE LAIC ELIKPLIM (COLLEGE);EDUCATION;CEG;PRIVE;Bon;6,392221;1,200363;92.171509
656;MARITIME;ZIO;GAME;GAME SEVA;CEG GAME SEVA;EDUCATION;CEG;PUBLIC;Bon;6,738229;1,172741;117.646118
662;MARITIME;ZIO;GAME;AYAKOPE;CEG AYAKOPE;EDUCATION;CEG;PUBLIC;Mauvais;6,789596;1,107963;122.452637
670;MARITIME;ZIO;AGBELOUVE;AGBODJEKPO;CEG AGBODJEKPO;EDUCATION;CEG;PUBLIC;Bon;6,833974;1,02058;159.2229
683;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;CEG CATHOLIQUE;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,675302;1,16839;122.452637
686;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;LYCEE D'AGBELOUVE (PC);EDUCATION;CEG;PUBLIC;Bon;6,685635;1,16642;128.701294
689;MARITIME;ZIO;GAME;GAME CENTRE;EPL LA FOURMI;EDUCATION;CEG;PRIVE;Mauvais;6,728851;1,174181;115.723511
693;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;COLLEGE PRIVE LA SAGESSE;EDUCATION;CEG;PRIVE;Mauvais;6,673511;1,166819;133.748047
699;MARITIME;ZIO;ABOBO;ABOBO;LYCEE D'ABOBO (PC);EDUCATION;CEG;PUBLIC;Bon;6,234388;1,370929;28.965332
708;MARITIME;ZIO;ABOBO;LEBE;CEG LEBE;EDUCATION;CEG;PUBLIC;Bon;6,233106;1,335459;34.733154
710;MARITIME;ZIO;DAVIE;WODENOU KOPE;CEG ADOGLOVE;EDUCATION;CEG;PUBLIC;Mauvais;6,345055;1,220797;58.525513
718;MARITIME;ZIO;TSEVIE;TSEVIE;CS TRESOR D'AFRIQUE;EDUCATION;CEG;PRIVE;Bon;6,425049;1,198001;117.165527
726;MARITIME;LACS;GLIDJI;ZEBE;CEG DE ZEBEVI;EDUCATION;CEG;PUBLIC;Bon;6,254289;1,612235;23.437622
741;MARITIME;LACS;GLIDJI;ZALIVE;CEG ZALIVE;EDUCATION;CEG;PUBLIC;Bon;6,260532;1,587905;23.437622
743;MARITIME;LACS;GLIDJI;ZOWLA;CEG ZOWLA;EDUCATION;CEG;PUBLIC;Bon;6,280601;1,573892;32.810547
747;MARITIME;LACS;GLIDJI;ANEHO;COMPLEXE SCOLAIRE CHRIST-ROI;EDUCATION;CEG;PRIVE;Bon;6,235829;1,604487;6.37439
760;MARITIME;LACS;GLIDJI;ANEHO/ADJIDO;CEG SACRE-CŒUR;EDUCATION;CEG;CONFESSIONNEL;Bon;6,233849;1,605835;14.064941
764;MARITIME;LACS;GLIDJI;ANEHO;COLLEGE SAINT PIERRE ET PAUL;EDUCATION;CEG;CONFESSIONNEL;Bon;6,227179;1,592571;3.971191
766;MARITIME;LACS;GLIDJI;ANEHO/KPOTA;COLLEGE PROTESTANT;EDUCATION;CEG;CONFESSIONNEL;Bon;6,226689;1,58896;7.335693
770;MARITIME;LACS;GLIDJI;ANEHO;CEG ANEHO-VILLE;EDUCATION;CEG;PUBLIC;Bon;6,22643;1,574813;14.545532
781;MARITIME;LACS;AKLAKOU;ATOUETA;CEG ATOUETA;EDUCATION;CEG;PUBLIC;Bon;6,301045;1,664579;31.849121
788;MARITIME;LACS;AKLAKOU;APETI-KONDJI;CEG D'APETI-KONDJI;EDUCATION;CEG;PUBLIC;Bon;6,348173;1,658126;36.655762
794;MARITIME;BAS-MONO;ATTITOGON;ATTITOGON;CEG D'ATTITOGON;EDUCATION;CEG;PUBLIC;Bon;6,409633;1,658683;52.997925
801;MARITIME;BAS-MONO;ATTITOGON;ATTITOGON;CPL LA LUMIERE;EDUCATION;CEG;PRIVE;Bon;6,425965;1,66308;49.393066
806;MARITIME;BAS-MONO;AFAGNAGAN;DJITA;CEG AFAGNA VILLE  II;EDUCATION;CEG;PUBLIC;Bon;6,482808;1,634123;82.798706
810;MARITIME;BAS-MONO;AFAGNAGAN;AFAGNAN;COMPLEXE SCOLAIRE LE RENOUVEAU CLASSIC;EDUCATION;CEG;PRIVE;Bon;6,495303;1,627618;70.301514
816;MARITIME;BAS-MONO;AFAGNAGAN;AFAGNAN;COMPLEXE SCOLAIRE LE GUIDE;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,495907;1,628715;77.030884
834;MARITIME;VO;DZREKPO/AMEGNRAN;DZREKPO;INSTITUT POLYVALENT BONNE CARRIERE;EDUCATION;CEG;PRIVE;Bon;6,468549;1,567958;85.922852
851;MARITIME;VO;DZREKPO/AMEGNRAN;BADJENOPE;CEGIL BADJENOPE;EDUCATION;CEGIL;COMMUNAUTAIRE;Mauvais;6,405593;1,561595;33.050781
854;MARITIME;VO;DZREKPO/AMEGNRAN;KLOLOGO;CEG DE KLOLOGO;EDUCATION;CEG;PUBLIC;Bon;6,411795;1,587609;55.881958
855;MARITIME;VO;DZREKPO/AMEGNRAN;DZREKPO;CEG DE DZREKPO;EDUCATION;CEG;PUBLIC;Bon;6,47872;1,56701;79.914673
861;MARITIME;VO;VOGAN;WOGBA;CEG DE WOGBA;EDUCATION;CEG;PUBLIC;Mauvais;6,285134;1,509134;32.810547
865;MARITIME;VO;VOGAN;VOGAN;CEG CATHOLIQUE MINYANU  2;EDUCATION;CEG;CONFESSIONNEL;Bon;6,333525;1,531766;40.500977
874;MARITIME;VO;VOGAN;HEDOME;CEG VO HEDOME;EDUCATION;CEG;PUBLIC;Mauvais;6,380808;1,488917;58.0448
877;MARITIME;VO;VOGAN;ADANKPOKONDJI;CEGIL ADANKPOKONDJI;EDUCATION;CEGIL;PUBLIC;Mauvais;6,37574;1,476596;56.602905
883;MARITIME;VO;AKOUMAPE;AKOUMAPE;CPL SHALOM;EDUCATION;CEG;PRIVE;Mauvais;6,379626;1,448695;50.835083
885;MARITIME;VO;AKOUMAPE;AKOUMAPE;COLLEGE PROTESTANT;EDUCATION;CEG;CONFESSIONNEL;Mauvais;6,382099;1,444246;54.920532
892;MARITIME;VO;AKOUMAPE;KOVETO;CEGIL  KOVETO;EDUCATION;CEGIL;PUBLIC;Mauvais;6,439565;1,403625;33.771729
894;MARITIME;YOTO;TABLIGBO;TABLIGBO;COMPLEXE SCOLAIRE LA REFERENCE POSITIVE;EDUCATION;CEG;PRIVE;Bon;6,593013;1,493773;61.409546
901;MARITIME;YOTO;TABLIGBO;TABLIGBO;COLLEGE FRANCO-ARABE;EDUCATION;CEG;CONFESSIONNEL;Bon;6,588532;1,491305;60.448242
902;MARITIME;YOTO;TABLIGBO;TABLIGBO;CEG VILLE  I;EDUCATION;CEG;PUBLIC;Mauvais;6,600509;1,506632;57.323853
912;MARITIME;YOTO;TABLIGBO;TABLIGBO;LYCEE TABLIGBO;EDUCATION;CEG;PUBLIC;Bon;6,596375;1,499417;66.696655
913;MARITIME;YOTO;TABLIGBO;TABLIGBO;CEG VILLE  II;EDUCATION;CEG;PUBLIC;Mauvais;6,59824;1,493573;66.937012
919;MARITIME;YOTO;TABLIGBO;TABLIGBO;COMPLEXE SCOLAIRE LE MATELOT;EDUCATION;CEG;PRIVE;Bon;6,59319;1,500487;55.881958
929;MARITIME;ZIO;GBATOPE;GATI;CEG DE GATI;EDUCATION;CEG;PUBLIC;Mauvais;6,495502;1,324985;63.332153
937;MARITIME;ZIO;GBATOPE;YOBOME;CEGIL YOBOME;EDUCATION;CEGIL;PUBLIC;Mauvais;6,419755;1,331508;43.384766
941;MARITIME;ZIO;GBATOPE;YOBOME SEDZRO;CEG YOBO SEDZRO;EDUCATION;CEG;PUBLIC;Mauvais;6,416731;1,345141;35.213745
945;MARITIME;AVE;NOEPE;NOEPE-AKEPE;CEG NOEPE-AKEPE;EDUCATION;CEG;PUBLIC;Mauvais;6,251133;1,046409;62.130493
946;MARITIME;AVE;NOEPE;BADJA;CEG BADJA;EDUCATION;CEG;PUBLIC;Mauvais;6,372532;0,986208;108.033081
954;MARITIME;AVE;NOEPE;AVEDJI;CEG AMEPT;EDUCATION;CEG;PRIVE;Bon;6,398759;1,05152;60.688477
957;MARITIME;AVE;ASSAHOUN + ANDO;AGOTIME-BATOUME;CEG AGOTIME-BATOUME;EDUCATION;CEG;PUBLIC;Mauvais;6,473217;0,763995;105.629761
973;MARITIME;AVE;ASSAHOUN + ANDO;ASSAHOUN-LOMNAVA;CEG ASSAHOUN;EDUCATION;CEG;PUBLIC;Mauvais;6,455442;0,919044;110.196045
978;MARITIME;ZIO;GBLAINVIE;GBLAINVIE;COMPLEXE SCOLAIRE LA SAGESSE DE GBLAINVIE;EDUCATION;CEG;PRIVE;Mauvais;6,440491;1,195641;113.079956
984;MARITIME;ZIO;GBLAINVIE;GBLAINVIE;CEG GBLAINVIE;EDUCATION;CEG;PUBLIC;Mauvais;6,4527;1,186526;122.452637
996;MARITIME;ZIO;GAPE-CENTRE;GAPE-KPEDJI;CEG DE GAPE KPEDJI;EDUCATION;CEG;PUBLIC;Mauvais;6,536439;1,020091;91.450317
999;MARITIME;ZIO;GAPE-CENTRE;GAPE-ATCHANVE;CEGIL GAPE-ATCHANVE;EDUCATION;CEGIL;PRIVE;Mauvais;6,57502;0,99738;102.265137
1005;MARITIME;ZIO;GAPE-CENTRE;GAPE-AVEGAN;CEGIL LA PATIENCE;EDUCATION;CEGIL;PRIVE;Mauvais;6,594624;1,017905;110.916992
1007;MARITIME;ZIO;GAPE-CENTRE;GAPE-CENTRE;CEG GAPE-CENTRE;EDUCATION;CEG;PUBLIC;Bon;6,603023;1,097254;139.756226
1016;MARITIME;ZIO;GAPE-CENTRE;GAPE-CENTRE;CPL ELIKPLIM;EDUCATION;CEG;PRIVE;Mauvais;6,592383;1,108775;124.856079
1026;MARITIME;ZIO;DJAGBLE;DJAGBLE;CEG DE DJAGBLE;EDUCATION;CEG;PUBLIC;Bon;6,253147;1,284117;44.586548
1030;MARITIME;ZIO;DJAGBLE;DJAGBLE;COMPLEXE TECHNIQUE EVANGELIQUE BON BERGER;EDUCATION;CEG;CONFESSIONNEL;Bon;6,250567;1,282917;34.973389
