N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
1;MARITIME;ZIO;TSEVIE;TSEVIE;COMPLEXE SCOLAIRE SAINT CHRISTOPHE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,419553;1,202845;109.234741
4;MARITIME;ZIO;TSEVIE;TSEVIE;COMPLEXE SCOLAIRE LES DISCIPLES II;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,415627;1,198581;107.312012
6;MARITIME;ZIO;TSEVIE;TSEVIE;ECOLE PRIVEE LAIQUE DIDEROT;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,416341;1,209922;104.668457
8;MARITIME;ZIO;TSEVIE;TSEVIE;EPP DAVIEMODJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,413746;1,207037;99.140869
11;MARITIME;ZIO;TSEVIE;TSEVIE;ESAM 3;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,40273;1,208673;94.094116
14;MARITIME;ZIO;TSEVIE;TSEVIE;ECOLE PRIVEE LAIQUE LA MATURITE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,407159;1,209738;95.536011
16;MARITIME;ZIO;TSEVIE;TSEVIE;GROUPE SCOLAIRE SAINTE FATIMA;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,410968;1,211734;95.05542
20;MARITIME;ZIO;TSEVIE;TSEVIE;ECOLE PRIMAIRE PRIVEE LAIQUE FIATY;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,415377;1,212995;98.419922
21;MARITIME;ZIO;TSEVIE;TSEVIE;EPP DAVIEMODJI D;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,40518;1,202217;103.707153
24;MARITIME;LACS;AGOUEGAN;ZANVE;EPP ZANVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,286472;1,75701;17.189209
25;MARITIME;LACS;AGOUEGAN;AGBANAKIN;EPP ZANVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,286472;1,75701;17.189209
26;MARITIME;LACS;AGOUEGAN;DJETA;EPP DJETA A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,274054;1,732274;17.910156
28;MARITIME;LACS;AGOUEGAN;AGOUEGAN;ECOLE METHODISTE BETHANIA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,25974;1,680315;16.227905
30;MARITIME;LACS;AGOUEGAN;KLOUVIDONOU;ECOLE PRIMAIRE PRIVEE LAIQUE VIRGO REGINA;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,269186;1,661856;24.639282
32;MARITIME;LACS;GLIDJI;ZEBE;EPP DEZEBEVI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,25066;1,610119;17.910156
33;MARITIME;LACS;GLIDJI;AMADOTE;ECOLE PRIVEE LAIQUE LA PASSERELLE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,238222;1,613886;9.017944
36;MARITIME;LACS;GLIDJI;ANEHO;ECOLE PILOTE METHODISTE EBEN-EZER;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,227616;1,589164;3.971191
39;MARITIME;LACS;AKLAKOU;DJONDO KONDJI;EPP DE DJONDO CONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,29277;1,679747;22.716675
40;MARITIME;LACS;AKLAKOU;DJONDO KONDJI;ECOLE DE KAGNAGBO KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,28889;1,697968;20.07312
41;MARITIME;LACS;AGOUEGAN;SIVAME;EPP DE SIVAME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,289813;1,713675;24.639282
42;MARITIME;LACS;AGOUEGAN;SIVAME;EP PRIVE LAIQUE VICTOR HUGO;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,295305;1,715488;25.600586
43;MARITIME;LACS;AKLAKOU;AZIMEGAN;EPP D'AZIMEGAN;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,300656;1,7383;28.003906
44;MARITIME;LACS;AKLAKOU;HLANDE;EPP DE HLANDE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,319481;1,730762;24.398926
45;MARITIME;LACS;AKLAKOU;AKLAKOU;EPP D'AKLAKOU D;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,333171;1,716769;34.492798
46;MARITIME;LACS;AKLAKOU;AKLAKOU;EPP D'AKLAKOU A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,335716;1,71003;33.050781
47;MARITIME;LACS;AKLAKOU;AKLAKOU;EPP D'AKLAKOU B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,336034;1,709811;34.733154
51;MARITIME;LACS;AKLAKOU;GNANWOE CONDJI;EPP GNANWOE CONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,338016;1,696041;22.957031
54;MARITIME;LACS;AKLAKOU;AKLAKOU;EPP D'AKLAKOU C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,338067;1,707331;28.724976
55;MARITIME;LACS;AKLAKOU;AKLAKOU;MISSION CATHOLIQUE D'AKLAKOU;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,343565;1,712545;17.429565
57;MARITIME;LACS;AKLAKOU;AKLAKOU;ECOLE PRIVEE LAIQUE LA PATIENCE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,332693;1,716295;28.724976
59;MARITIME;BAS-MONO;ATTITOGON;ATTITOGON;ECOLE DES ASSEMBLEE DE DIEU D'ATTITOGON;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,413924;1,663602;55.401245
61;MARITIME;BAS-MONO;HOMPOU;ADAKOKOU KOPE;EPP ADAKOKOU KOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,424085;1,68899;54.199585
62;MARITIME;BAS-MONO;ATTITOGON;AHONTO KOPE;EPP AHONTO KOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,395543;1,68209;48.191528
63;MARITIME;BAS-MONO;ATTITOGON;BLAMA KONDJI;EPP BLAMA KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,399155;1,671911;49.633423
64;MARITIME;BAS-MONO;ATTITOGON;TOULASSI KONDJI;EPP TOULASSI KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,404474;1,668803;49.15271
65;MARITIME;BAS-MONO;ATTITOGON;ATTIVE;EPP ATTIVE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,458014;1,707537;17.429565
68;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;AGBETIKO;EPC D'AGBETIKO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,496751;1,711911;22.235962
69;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;AGBETIKO;EPP D'AGBETIKO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,497102;1,71031;20.07312
70;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;GBANDI AVEGBO;EPP GBANDI AVEGBO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,533922;1,697183;17.189209
71;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;KPETETO;EPP ALOENOU KPETETO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,531962;1,658949;21.034424
72;MARITIME;BAS-MONO;AGOME-GLOZOU + AGBETIKO;ALOENOU NOUINYAPE;EPP KOUGBI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,515211;1,662282;21.034424
73;MARITIME;BAS-MONO;AFAGNAGAN;KLIKAME;EPP KLANTOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,563631;1,645834;21.27478
74;MARITIME;BAS-MONO;KPETSOU;LOM NAVA;EPP LOM NAVA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,565646;1,598695;41.221924
75;MARITIME;VO;MOME-HOUNKPATI;MOME HAGOU;EPP MOME HAGOU  A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,490958;1,557563;82.317993
77;MARITIME;VO;MOME-HOUNKPATI;MOME HAGOU;EPP DE MOME HAGOU  B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,497492;1,554802;76.309814
79;MARITIME;VO;MOME-HOUNKPATI;MOME KATIHOE;EPP MOME KATIHOE  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,522636;1,553661;73.425781
81;MARITIME;VO;MOME-HOUNKPATI;MOME KATIHOE;EPP MOME KATIHOE  C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,523952;1,54707;61.890137
82;MARITIME;VO;MOME-HOUNKPATI;KATIHOE;EPP WATCHIDOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,519616;1,544362;58.0448
83;MARITIME;VO;MOME-HOUNKPATI;DJOKOTO;EPL NDG DJOKOTO;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,511122;1,53071;57.083496
84;MARITIME;VO;MOME-HOUNKPATI;ATOGOPEME;EPP ATOGOPEME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,523713;1,521303;56.362549
85;MARITIME;VO;MOME-HOUNKPATI;GNITO;EPP GNITO   A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,541832;1,531279;43.625122
86;MARITIME;VO;MOME-HOUNKPATI;HOUDEBAKE COPE;EPP GNITO  B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,551283;1,532577;50.835083
87;MARITIME;VO;MOME-HOUNKPATI;EMON-KPOTA;EPP EMON-KPOTA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,553758;1,562168;71.262939
88;MARITIME;VO;MOME-HOUNKPATI;WODZEPE;EPP WODZEPE  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,466721;1,559839;80.876099
89;MARITIME;VO;MOME-HOUNKPATI;WODZEPE;EPP WODZEPE  D;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,460817;1,555278;78.472778
90;MARITIME;VO;MOME-HOUNKPATI;BALIME;EPP MOME-HOUNKPATI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,4685;1,556488;80.635742
92;MARITIME;VO;MOME-HOUNKPATI;ADIDOME;EPP WODZEPE  C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,476737;1,561476;83.279297
93;MARITIME;VO;MOME-HOUNKPATI;ATIKESSIME;EPP MOME HOUNKPATI  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,47438;1,556167;87.845459
94;MARITIME;VO;MOME-HOUNKPATI;DJITA;EPP ATSANSI DJITA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,458648;1,5472;69.820923
95;MARITIME;VO;MOME-HOUNKPATI;DJITA;EPC ATSANSI DJITA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,456532;1,545798;70.061279
97;MARITIME;VO;MOME-HOUNKPATI;ATSANSI;EPP ATSANSI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,448405;1,543014;55.641602
98;MARITIME;VO;MOME-HOUNKPATI;ATSANSI;EPE ATSANSI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,444667;1,549039;61.169189
99;MARITIME;VO;MOME-HOUNKPATI;TCHADIPEME;EPP TCHADIPEME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,449172;1,55134;76.550171
100;MARITIME;VO;MOME-HOUNKPATI;GBEDEPEME;EPP GBEDEPEME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,449117;1,560178;84.961548
101;MARITIME;VO;MOME-HOUNKPATI;AVEGLOEDJI;EPP AVEGLOEDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,441373;1,564671;69.820923
102;MARITIME;VO;MOME-HOUNKPATI;AVEGLOEDJI;EPC AVECGLOEDJI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,440409;1,561913;68.619263
104;MARITIME;VO;VO-KOUTIME;DJOKOPE;EPP ATSANSI DJOKOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,428766;1,549204;45.788208
105;MARITIME;VO;DZREKPO/AMEGNRAN;ATCHANVEGLO;EPP ATCHANVEGLO  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,434174;1,563989;67.898315
106;MARITIME;VO;VO-KOUTIME;ATCHANDOME;EPP ATCHANDOME  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,345252;1,563403;41.942871
108;MARITIME;VO;VO-KOUTIME;AYATA;EPE AYATA;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,336926;1,569398;46.989868
109;MARITIME;VO;VO-KOUTIME;ADJODOGOU;EPP ADJODOGOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,332496;1,572816;28.244263
111;MARITIME;VO;VO-KOUTIME;BOKO;EPP SODAME  B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,327326;1,587108;38.818604
112;MARITIME;VO;VO-KOUTIME;BOKO;EPP SODAME  A/C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,352099;1,579179;40.26062
113;MARITIME;VO;VO-KOUTIME;SOKO ATITEDOME;EPP ATITEDOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,35433;1,58706;43.384766
114;MARITIME;VO;VO-KOUTIME;SOKO HAGOUME;EPC SOKO HAGOUME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,355286;1,603382;37.8573
115;MARITIME;VO;VO-KOUTIME;MAMISSI;EPC MAMISSI  A/B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,377798;1,605273;43.865479
116;MARITIME;VO;VO-KOUTIME;MAMISSI;EPP MAMISSI  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,381373;1,602208;46.989868
117;MARITIME;VO;VO-KOUTIME;MAMISSI  ANIPAKOPE;EPP MAMISSI  BAS;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,37337;1,622868;42.183228
118;MARITIME;VO;VO-KOUTIME;KPOTA;EPP KPOTA WESSOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,376223;1,586803;52.517334
120;MARITIME;VO;VO-KOUTIME;KPOTA;EPC KPOTA DJOGUIME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,371209;1,581214;51.55603
121;MARITIME;VO;VO-KOUTIME;KPOTA AKOKPOME;EPP KPOTA AKOPOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,369199;1,593835;28.724976
122;MARITIME;VO;VO-KOUTIME;BOKO;CEG  BOKO  A/B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,334738;1,586275;36.415405
123;MARITIME;VO;VO-KOUTIME;ATTISSOGBE;EPC VO-KPONOU ATTISSOGBE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,384842;1,576915;32.57019
125;MARITIME;VO;VO-KOUTIME;DJEYI;EPP DJEYI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,402933;1,578247;49.15271
126;MARITIME;VO;VO-KOUTIME;DJEKOPE;EPP DPONOU-DJEKOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,399318;1,582444;48.912476
127;MARITIME;VO;VO-KOUTIME;DJEKOPE;EPP KPONOU-DJEKOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,399334;1,582427;44.586548
128;MARITIME;VO;VO-KOUTIME;KLIKAME -HEVE;EPP VO-KLIKAME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,395696;1,580592;52.997925
129;MARITIME;VO;VO-KOUTIME;VO-KPONOU;EPP KPONOU;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,379026;1,570376;22.716675
130;MARITIME;VO;VO-KOUTIME;VO TOKPLI;EPE VO TOKPLI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,37421;1,557455;52.517334
131;MARITIME;VO;VO-KOUTIME;VO TOKPLI;EPP VO TOKPLI  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,37163;1,557315;52.517334
133;MARITIME;VO;VO-KOUTIME;VO KOUTIME;EPP VO KOUTIME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,360925;1,567336;30.407227
136;MARITIME;VO;VO-KOUTIME;VO KOUTIME;EPC DE VO KOUTIME;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,362668;1,561924;44.105957
137;MARITIME;VO;VO-KOUTIME;NETIKOPE/TOKPLI;EPL LE COCOTIER A NETIKOPE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,391536;1,538876;58.285156
139;MARITIME;VO;VO-KOUTIME;VO-TOKPLI;EPP TOKPLI-TOME;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,412242;1,537723;55.641602
141;MARITIME;VO;SEVAGAN;SEVAGAN;EPP SEVAGAN  C;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,303845;1,436251;50.835083
142;MARITIME;VO;SEVAGAN;SEVAGAN;EPP SEVAGAN  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,300606;1,427529;23.677979
144;MARITIME;VO;SEVAGAN;DOULASSA KOPE;EPP DOULASSA KOPE  D;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,291921;1,422315;15.266602
145;MARITIME;VO;SEVAGAN;SEVATONOU;EPC SEVATONOU;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,294686;1,41093;14.064941
146;MARITIME;VO;SEVAGAN;SEVAGAN;EPC SAGE DE SEVAGAN;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,293924;1,429776;22.716675
147;MARITIME;VO;SEVAGAN;KPOTA;EPP SEVAGAN KPOTA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,325894;1,395873;21.034424
149;MARITIME;VO;HAHOTOE;HAHOTOE;EPP HAHOTOE  B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,372373;1,415722;58.765747
151;MARITIME;VO;HAHOTOE;HAHOTOE;EPP HAHOTOE  A;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,370971;1,415096;56.362549
153;MARITIME;VO;HAHOTOE;HAHOTOE;EPC DE HAHOTOE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,371567;1,416705;63.332153
154;MARITIME;VO;HAHOTOE;HAHOTOE;EPL MA PAROLE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,365204;1,416619;62.85144
156;MARITIME;VO;HAHOTOE;HAHOTOE;EPL MINERVA;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,362589;1,410417;65.014404
159;MARITIME;VO;HAHOTOE;HAHOTOE;ECOLE PRIMAIRE DE LA CITE MINIERE;EDUCATION;ECOLE PRIMAIRE;PARA PUBLIC;Bon;6,365708;1,406065;62.37085
162;MARITIME;VO;HAHOTOE;HAHOTOE;EPE HAHOTOE  B;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,36548;1,409445;60.207886
164;MARITIME;VO;HAHOTOE;HAHOTOE;EPE HAHOTOE  A;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,369223;1,409886;64.774048
165;MARITIME;VO;HAHOTOE;HAHOTOE;EPL INTERNATIONALE MAWULI;EDUCATION;ECOLE PRIMAIRE;PRIVE;Bon;6,371078;1,416727;52.997925
166;MARITIME;VO;HAHOTOE;VODJE;EPP HAHOTOE VODJE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,40824;1,396044;28.003906
167;MARITIME;YOTO;TOMETY KONDJI;HOGNON KONDJI;EPP HOGNON KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,74408;1,494106;138.554688
169;MARITIME;YOTO;TOMETY KONDJI;AGODOME;EPP D'AGODOME  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,759691;1,500845;156.098633
170;MARITIME;YOTO;TOMETY KONDJI;MANEMAKOU;EDIL MANEMAKOU;EDUCATION;EDIL;PUBLIC;Mauvais;6,76584;1,505632;144.082275
171;MARITIME;YOTO;TOMETY KONDJI;ZOUVI;EPM ZOUVI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,780513;1,512208;157.300293
173;MARITIME;YOTO;TOMETY KONDJI;ZOUVI;EPP DE AOUVI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,782403;1,510832;165.71167
174;MARITIME;YOTO;TOMETY KONDJI;TETEKPO KONDJI;EPP DJREKPO ZOUVI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,788552;1,501014;170.518188
175;MARITIME;YOTO;TOMETY KONDJI;DJOMLE KONDJI;EPP DJOMLE KONDJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,782715;1,500342;175.805542
176;MARITIME;YOTO;TOMETY KONDJI;AHOAGAHOE;EPP AHOAGAHOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,778982;1,530116;138.314331
177;MARITIME;YOTO;TOMETY KONDJI;TOMETY KONDJI;EPP DE TOMETY KONDJI  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,777867;1,533461;134.949707
178;MARITIME;YOTO;TOMETY KONDJI;TOMETY KONDJI;EPC DONOMADE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,790997;1,531242;148.648438
180;MARITIME;YOTO;TOMETY KONDJI;DAWOHOE;EPP DAWOHOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,774058;1,541839;123.894653
181;MARITIME;YOTO;TOMETY KONDJI;ALAKPADJI;EPE ALAKPADJI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,757321;1,551838;106.350708
182;MARITIME;YOTO;TOMETY KONDJI;DAWOHOE;EPAD DEKANDJI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,771717;1,544326;121.010742
183;MARITIME;YOTO;TOMETY KONDJI;ATCHAHOE;EPP ATCHAHOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,772139;1,556616;112.8396
184;MARITIME;YOTO;TOMETY KONDJI;AYITE KOPE;EPP ATIYE KOPE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,756197;1,529134;120.289673
185;MARITIME;YOTO;SEDOME;SIKPE AFIDEGNON;EPP SIKPE AFIDEGNON  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,767967;1,573398;88.326172
186;MARITIME;YOTO;SEDOME;KOKOUHOE;EPP KOKOUHOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,782323;1,591889;55.641602
187;MARITIME;YOTO;SEDOME;AVEGODOE;EPC AVEGODOE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,783832;1,576862;105.389404
188;MARITIME;YOTO;SEDOME;BATOE;EPP BATOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,763495;1,611155;36.655762
189;MARITIME;YOTO;AHEPE;AHEPE;EPP AHEPE AGBLETA;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,606075;1,405795;129.902832
190;MARITIME;YOTO;AHEPE;AHEPE;EPP AHEPE APEDOME 1A/1B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,609874;1,398493;140.237061
191;MARITIME;YOTO;AHEPE;AHEPE;EPP AHEPE APEDOME 2;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,613252;1,393993;148.888794
194;MARITIME;YOTO;AHEPE;KPOWLA;EPP KPONLA  1A/1B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,600817;1,389936;137.833618
199;MARITIME;YOTO;AHEPE;KPOWLA;EPE AGBEBOLO;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,600494;1,386654;138.794922
201;MARITIME;YOTO;AHEPE;KPOWLA AKPOSSO;EPP AHEPE AKPOSSO;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,605177;1,380295;144.803223
202;MARITIME;YOTO;AHEPE;KPOKLI;EPC AHEPE KPOKLI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,607513;1,379736;149.850098
203;MARITIME;YOTO;AHEPE;AHEPE NOTSE;EPC AHEPE NOTSE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,593817;1,385051;136.391724
204;MARITIME;YOTO;AHEPE;AHEPE;EPC AHEPE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,612622;1,400726;140.717651
205;MARITIME;YOTO;AHEPE;AHEPE HEKPOE;EPP AHEPE HEKPOE;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,619811;1,402894;145.52417
206;MARITIME;YOTO;AHEPE;ASSIKO;EPP AHEPE ASSIKO  A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,602292;1,394927;139.996582
207;MARITIME;YOTO;AHEPE;SEVA;EPP AHEPE SEVA A/B;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,603659;1,400281;138.314331
209;MARITIME;YOTO;AHEPE;AGBLETA;ECOLE PROVIDENCE PRIMAIRE;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,605301;1,404509;133.267456
210;MARITIME;YOTO;AHEPE;SEVA;EP ORTHODOXE DE LA DORMITION;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Mauvais;6,602456;1,404037;139.035278
212;MARITIME;YOTO;AHEPE;AHEPE KPOWLA;EPP AHEPE KPOLA 2;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,592022;1,388311;142.159668
214;MARITIME;YOTO;ZAFI;ZAFI;EPC ZAFI;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Mauvais;6,622366;1,375737;156.579346
215;MARITIME;YOTO;ZAFI;ZAFI;EPP ZAFI CENTRE A/B/D;EDUCATION;ECOLE PRIMAIRE;PUBLIC;Bon;6,625255;1,37702;161.866455
218;MARITIME;YOTO;ZAFI;ZAFI;EPM DE ZAFI;EDUCATION;ECOLE PRIMAIRE;CONFESSIONNEL;Bon;6,625641;1,374686;150.330688
220;MARITIME;YOTO;ZAFI;ZAFI;EPL BONNE ESPERENCE;EDUCATION;ECOLE PRIMAIRE;PRIVE;Mauvais;6,624115;1,374365;146.72583
